grid_cell,block_id,block_label,corrected_richness_ms,block_start,block_end
566,4,2015-2019,90.26497158307353,2015,2019
566,5,2020-2024,98.09130468231425,2020,2024
567,1,2000-2004,83.05769537403269,2000,2004
567,2,2005-2009,85.91994863146031,2005,2009
567,3,2010-2014,88.91465027916024,2010,2014
567,4,2015-2019,90.49417638101501,2015,2019
567,5,2020-2024,98.39445900557818,2020,2024
568,1,2000-2004,85.16050292208394,2000,2004
568,2,2005-2009,88.02054569326958,2005,2009
568,3,2010-2014,91.02733640905572,2010,2014
568,4,2015-2019,92.55197498358633,2015,2019
568,5,2020-2024,100.40916481149166,2020,2024
592,1,2000-2004,73.85627366954674,2000,2004
592,2,2005-2009,76.55208390496556,2005,2009
592,3,2010-2014,79.27257229251414,2010,2014
592,4,2015-2019,81.2766670734746,2015,2019
592,5,2020-2024,89.84398528703088,2020,2024
593,1,2000-2004,70.55728527572961,2000,2004
593,2,2005-2009,73.20084551635978,2005,2009
593,3,2010-2014,75.93855265611717,2010,2014
593,4,2015-2019,78.08404733375049,2015,2019
593,5,2020-2024,86.75247913282976,2020,2024
625,1,2000-2004,80.30796180626682,2000,2004
625,2,2005-2009,83.0964921394133,2005,2009
625,3,2010-2014,86.0027842249291,2010,2014
625,4,2015-2019,87.56946762100966,2015,2019
625,5,2020-2024,95.40062554423567,2020,2024
626,1,2000-2004,76.81021738479762,2000,2004
626,2,2005-2009,79.62656731531702,2005,2009
626,3,2010-2014,82.50971733766677,2010,2014
626,4,2015-2019,84.26161929441706,2015,2019
626,5,2020-2024,92.33331825577234,2020,2024
627,1,2000-2004,84.36479195689478,2000,2004
627,2,2005-2009,87.22361438828199,2005,2009
627,3,2010-2014,90.24769653277596,2010,2014
627,4,2015-2019,91.76752700257751,2015,2019
627,5,2020-2024,99.6272382912762,2020,2024
628,1,2000-2004,83.95163675138676,2000,2004
628,2,2005-2009,86.78587907807963,2005,2009
628,3,2010-2014,89.7800441472384,2010,2014
628,4,2015-2019,91.2798350173542,2015,2019
628,5,2020-2024,99.0895114563718,2020,2024
629,1,2000-2004,80.64766051279797,2000,2004
629,2,2005-2009,83.44205210936126,2005,2009
629,3,2010-2014,86.33544109559965,2010,2014
629,4,2015-2019,87.88863060160794,2015,2019
629,5,2020-2024,95.66719194615708,2020,2024
630,1,2000-2004,79.934861663553,2000,2004
630,2,2005-2009,82.6582875938317,2005,2009
630,3,2010-2014,85.46950903028207,2010,2014
630,4,2015-2019,86.96098559143157,2015,2019
630,5,2020-2024,94.53743144825309,2020,2024
631,1,2000-2004,78.48485602919921,2000,2004
631,2,2005-2009,81.06142005379503,2005,2009
631,3,2010-2014,83.68504630949823,2010,2014
631,4,2015-2019,85.09765130229604,2015,2019
631,5,2020-2024,92.26454939745327,2020,2024
632,1,2000-2004,80.87760107651998,2000,2004
632,2,2005-2009,83.4643934797133,2005,2009
632,3,2010-2014,86.09917974894731,2010,2014
632,4,2015-2019,87.46359374634382,2015,2019
632,5,2020-2024,94.55894838682218,2020,2024
634,1,2000-2004,83.78634378552033,2000,2004
634,2,2005-2009,86.34166864801084,2005,2009
634,3,2010-2014,88.91640369485378,2010,2014
634,4,2015-2019,90.23230309752567,2015,2019
634,5,2020-2024,97.20731615502088,2020,2024
635,1,2000-2004,84.37698655899051,2000,2004
635,2,2005-2009,86.9607484913006,2005,2009
635,3,2010-2014,89.60418591734617,2010,2014
635,4,2015-2019,90.89813340670453,2015,2019
635,5,2020-2024,97.93200859403045,2020,2024
636,1,2000-2004,80.88119343054856,2000,2004
636,2,2005-2009,83.53934975970475,2005,2009
636,3,2010-2014,86.2581337737063,2010,2014
636,4,2015-2019,87.74294930476952,2015,2019
636,5,2020-2024,95.19962717188312,2020,2024
637,1,2000-2004,80.8317202435202,2000,2004
637,2,2005-2009,83.55583292986093,2005,2009
637,3,2010-2014,86.47341004950576,2010,2014
637,4,2015-2019,88.08012991328339,2015,2019
637,5,2020-2024,95.95119817207373,2020,2024
640,1,2000-2004,95.59393505852407,2000,2004
640,2,2005-2009,98.01008308298694,2005,2009
640,3,2010-2014,100.62702670966384,2010,2014
640,4,2015-2019,101.65340241336453,2015,2019
640,5,2020-2024,108.05602118453406,2020,2024
663,1,2000-2004,62.66564206028893,2000,2004
663,2,2005-2009,64.90209663418993,2005,2009
663,3,2010-2014,67.3979190398232,2010,2014
663,4,2015-2019,69.51722307303983,2015,2019
663,5,2020-2024,77.89298049458009,2020,2024
664,1,2000-2004,61.866368414285375,2000,2004
664,2,2005-2009,64.09809000086791,2005,2009
664,3,2010-2014,66.56141592180336,2010,2014
664,4,2015-2019,68.6273422857696,2015,2019
664,5,2020-2024,76.84591381099767,2020,2024
665,1,2000-2004,63.066433636476766,2000,2004
665,2,2005-2009,65.35598217319142,2005,2009
665,3,2010-2014,67.86087436378925,2010,2014
665,4,2015-2019,69.96168943611798,2015,2019
665,5,2020-2024,78.31171575652169,2020,2024
666,1,2000-2004,62.56842046286134,2000,2004
666,2,2005-2009,64.87736093673387,2005,2009
666,3,2010-2014,67.36625325205995,2010,2014
666,4,2015-2019,69.42141344136662,2015,2019
666,5,2020-2024,77.69170924774684,2020,2024
696,1,2000-2004,85.09357563399374,2000,2004
696,2,2005-2009,87.8129765939506,2005,2009
696,3,2010-2014,90.66259452667256,2010,2014
696,4,2015-2019,92.09686462111685,2015,2019
696,5,2020-2024,99.5977169093851,2020,2024
698,1,2000-2004,92.19991046282362,2000,2004
698,2,2005-2009,94.76686707628562,2005,2009
698,3,2010-2014,97.49152958943107,2010,2014
698,4,2015-2019,98.6862134605338,2015,2019
698,5,2020-2024,105.51219288510954,2020,2024
699,1,2000-2004,90.88759584172053,2000,2004
699,2,2005-2009,93.4591910463045,2005,2009
699,3,2010-2014,96.24114483495421,2010,2014
699,4,2015-2019,97.45607096424817,2015,2019
699,5,2020-2024,104.37483056655373,2020,2024
700,1,2000-2004,83.8107636449627,2000,2004
700,2,2005-2009,86.91086377564677,2005,2009
700,3,2010-2014,90.18546647465475,2010,2014
700,4,2015-2019,92.04369260855903,2015,2019
700,5,2020-2024,100.4912734395157,2020,2024
701,1,2000-2004,75.7080649823219,2000,2004
701,2,2005-2009,78.6332983327142,2005,2009
701,3,2010-2014,81.66011236853318,2010,2014
701,4,2015-2019,83.58380784952662,2015,2019
701,5,2020-2024,92.17159376573605,2020,2024
702,1,2000-2004,65.88140408114536,2000,2004
702,2,2005-2009,68.2980196701537,2005,2009
702,3,2010-2014,70.89566482382315,2010,2014
702,4,2015-2019,72.58026228849153,2015,2019
702,5,2020-2024,80.18172114975535,2020,2024
704,1,2000-2004,75.46329923982375,2000,2004
704,2,2005-2009,78.24427201486336,2005,2009
704,3,2010-2014,81.08747883875861,2010,2014
704,4,2015-2019,83.08739372779857,2015,2019
704,5,2020-2024,91.81195226031784,2020,2024
705,1,2000-2004,75.83202124196484,2000,2004
705,2,2005-2009,78.60474696771446,2005,2009
705,3,2010-2014,81.4445448434875,2010,2014
705,4,2015-2019,83.43036194402313,2015,2019
705,5,2020-2024,92.14198225440066,2020,2024
706,1,2000-2004,66.85927302370833,2000,2004
706,2,2005-2009,69.30181119851117,2005,2009
706,3,2010-2014,71.94114011033969,2010,2014
706,4,2015-2019,74.12910097193887,2015,2019
706,5,2020-2024,82.81630857160863,2020,2024
708,1,2000-2004,63.61508255576487,2000,2004
708,2,2005-2009,65.87117198846494,2005,2009
708,3,2010-2014,68.40900966361875,2010,2014
708,4,2015-2019,70.52739287282651,2015,2019
708,5,2020-2024,78.9553197152773,2020,2024
710,1,2000-2004,63.860870711516625,2000,2004
710,2,2005-2009,66.13359080330247,2005,2009
710,3,2010-2014,68.68203527151755,2010,2014
710,4,2015-2019,70.80798951330249,2015,2019
710,5,2020-2024,79.26032922857385,2020,2024
711,1,2000-2004,64.37051609767701,2000,2004
711,2,2005-2009,66.6722056667801,2005,2009
711,3,2010-2014,69.23769080938354,2010,2014
711,4,2015-2019,71.38016274000621,2015,2019
711,5,2020-2024,79.88209764333912,2020,2024
712,1,2000-2004,63.448509246719894,2000,2004
712,2,2005-2009,65.69731450344757,2005,2009
712,3,2010-2014,68.22952874805547,2010,2014
712,4,2015-2019,70.3456215924948,2015,2019
712,5,2020-2024,78.76258418208526,2020,2024
713,1,2000-2004,63.56765061909241,2000,2004
713,2,2005-2009,65.82498755326162,2005,2009
713,3,2010-2014,68.36223244501956,2010,2014
713,4,2015-2019,70.48302566839077,2015,2019
713,5,2020-2024,78.91274528693538,2020,2024
716,1,2000-2004,67.47663033764177,2000,2004
716,2,2005-2009,69.96048195186555,2005,2009
716,3,2010-2014,72.64354047636422,2010,2014
716,4,2015-2019,74.84440386901721,2015,2019
716,5,2020-2024,83.61153422556703,2020,2024
717,1,2000-2004,62.37024816546015,2000,2004
717,2,2005-2009,64.65562238666325,2005,2009
717,3,2010-2014,67.14705883899045,2010,2014
717,4,2015-2019,69.20576159535311,2015,2019
717,5,2020-2024,77.4599956852325,2020,2024
718,1,2000-2004,59.37563699129248,2000,2004
718,2,2005-2009,61.54904217390414,2005,2009
718,3,2010-2014,63.95936576944846,2010,2014
718,4,2015-2019,65.84270355253949,2015,2019
718,5,2020-2024,73.51584657885722,2020,2024
735,1,2000-2004,69.70958902099441,2000,2004
735,2,2005-2009,72.44779225212682,2005,2009
735,3,2010-2014,75.34882652429437,2010,2014
735,4,2015-2019,77.56077988767221,2015,2019
735,5,2020-2024,86.52140376410789,2020,2024
736,1,2000-2004,70.98236185713291,2000,2004
736,2,2005-2009,73.8091251409065,2005,2009
736,3,2010-2014,76.72740023561704,2010,2014
736,4,2015-2019,78.80644821155366,2015,2019
736,5,2020-2024,87.61518775461515,2020,2024
737,1,2000-2004,68.00735098135304,2000,2004
737,2,2005-2009,70.70529784863322,2005,2009
737,3,2010-2014,73.44777160046807,2010,2014
737,4,2015-2019,75.53998956811769,2015,2019
737,5,2020-2024,84.24726497458396,2020,2024
738,1,2000-2004,77.88314440283389,2000,2004
738,2,2005-2009,80.97042171897284,2005,2009
738,3,2010-2014,84.12820657600538,2010,2014
738,4,2015-2019,86.15126354431278,2015,2019
738,5,2020-2024,95.01232383401502,2020,2024
770,1,2000-2004,63.56727202569932,2000,2004
770,2,2005-2009,65.89734550372008,2005,2009
770,3,2010-2014,68.47242422002552,2010,2014
770,4,2015-2019,70.61595141240709,2015,2019
770,5,2020-2024,79.14605201841404,2020,2024
772,1,2000-2004,61.97718240532379,2000,2004
772,2,2005-2009,64.3447435403867,2005,2009
772,3,2010-2014,66.91498708869722,2010,2014
772,4,2015-2019,68.84960582542541,2015,2019
772,5,2020-2024,76.90751102364015,2020,2024
773,1,2000-2004,66.19075541652728,2000,2004
773,2,2005-2009,68.77511299074489,2005,2009
773,3,2010-2014,71.49891823864284,2010,2014
773,4,2015-2019,73.56518974162779,2015,2019
773,5,2020-2024,82.15011866631468,2020,2024
774,1,2000-2004,66.2816069245429,2000,2004
774,2,2005-2009,68.81709134315157,2005,2009
774,3,2010-2014,71.51541732729915,2010,2014
774,4,2015-2019,73.64785787189366,2015,2019
774,5,2020-2024,82.33778786914647,2020,2024
775,1,2000-2004,63.143042201819824,2000,2004
775,2,2005-2009,65.49052334497333,2005,2009
775,3,2010-2014,68.08863350928233,2010,2014
775,4,2015-2019,70.21539946762395,2015,2019
775,5,2020-2024,78.73636975256,2020,2024
776,1,2000-2004,62.42946018169605,2000,2004
776,2,2005-2009,64.69645002641342,2005,2009
776,3,2010-2014,67.25344425512498,2010,2014
776,4,2015-2019,69.38369462371703,2015,2019
776,5,2020-2024,77.86651270915561,2020,2024
777,1,2000-2004,64.05496081104482,2000,2004
777,2,2005-2009,66.3437061857098,2005,2009
777,3,2010-2014,68.93231794978645,2010,2014
777,4,2015-2019,71.10342253196555,2015,2019
777,5,2020-2024,79.73869199671137,2020,2024
778,1,2000-2004,63.41071366627592,2000,2004
778,2,2005-2009,65.74241423247894,2005,2009
778,3,2010-2014,68.32531545159947,2010,2014
778,4,2015-2019,70.46791329053264,2015,2019
778,5,2020-2024,79.01683138237041,2020,2024
783,1,2000-2004,85.56050134635366,2000,2004
783,2,2005-2009,88.60505010244897,2005,2009
783,3,2010-2014,91.90750682146185,2010,2014
783,4,2015-2019,93.4790660567028,2015,2019
783,5,2020-2024,101.71967085185011,2020,2024
784,1,2000-2004,88.34230590595791,2000,2004
784,2,2005-2009,91.30047577250049,2005,2009
784,3,2010-2014,94.5631506606636,2010,2014
784,4,2015-2019,95.96170082686268,2015,2019
784,5,2020-2024,103.91670794133415,2020,2024
785,1,2000-2004,79.90402602450298,2000,2004
785,2,2005-2009,82.66443947530658,2005,2009
785,3,2010-2014,85.76274463192742,2010,2014
785,4,2015-2019,87.16489459744494,2015,2019
785,5,2020-2024,94.91112025933843,2020,2024
787,1,2000-2004,73.14742746782514,2000,2004
787,2,2005-2009,76.05922157978974,2005,2009
787,3,2010-2014,79.02980462379129,2010,2014
787,4,2015-2019,81.00066178450932,2015,2019
787,5,2020-2024,89.66626918540526,2020,2024
788,1,2000-2004,75.99425294313365,2000,2004
788,2,2005-2009,78.94580504220826,2005,2009
788,3,2010-2014,81.97068668429499,2010,2014
788,4,2015-2019,84.02324700808697,2015,2019
788,5,2020-2024,92.94623986634367,2020,2024
804,1,2000-2004,75.35060983670056,2000,2004
804,2,2005-2009,78.2237122642964,2005,2009
804,3,2010-2014,81.14723568107226,2010,2014
804,4,2015-2019,83.00205041575467,2015,2019
804,5,2020-2024,91.43579567407517,2020,2024
805,1,2000-2004,90.0663518206575,2000,2004
805,2,2005-2009,93.20981674361379,2005,2009
805,3,2010-2014,96.65665673503105,2010,2014
805,4,2015-2019,98.3586717354093,2015,2019
805,5,2020-2024,106.7862704438312,2020,2024
806,1,2000-2004,94.22338527791864,2000,2004
806,2,2005-2009,97.28750488105833,2005,2009
806,3,2010-2014,100.77710885744717,2010,2014
806,4,2015-2019,102.25836021416005,2015,2019
806,5,2020-2024,110.36347396236766,2020,2024
807,1,2000-2004,71.83583898756251,2000,2004
807,2,2005-2009,74.66517528730616,2005,2009
807,3,2010-2014,77.58100133915585,2010,2014
807,4,2015-2019,79.58895728926244,2015,2019
807,5,2020-2024,88.28214502339301,2020,2024
808,1,2000-2004,78.88389262667911,2000,2004
808,2,2005-2009,81.67999966526666,2005,2009
808,3,2010-2014,84.53298319747493,2010,2014
808,4,2015-2019,86.20204750779641,2015,2019
808,5,2020-2024,94.20246912241403,2020,2024
809,1,2000-2004,71.05701528734265,2000,2004
809,2,2005-2009,73.78468081690988,2005,2009
809,3,2010-2014,76.6965206711768,2010,2014
809,4,2015-2019,78.72192864858654,2015,2019
809,5,2020-2024,87.563853813113,2020,2024
810,1,2000-2004,71.24704905448188,2000,2004
810,2,2005-2009,73.88620441889597,2005,2009
810,3,2010-2014,76.76760088288043,2010,2014
810,4,2015-2019,78.68940120555757,2015,2019
810,5,2020-2024,87.3309100254931,2020,2024
811,1,2000-2004,64.56785584218986,2000,2004
811,2,2005-2009,66.96107278076835,2005,2009
811,3,2010-2014,69.57028310618313,2010,2014
811,4,2015-2019,71.57869723501962,2015,2019
811,5,2020-2024,80.02731327561128,2020,2024
812,1,2000-2004,65.23170590503268,2000,2004
812,2,2005-2009,67.60862743248589,2005,2009
812,3,2010-2014,70.23530118834671,2010,2014
812,4,2015-2019,72.42119667050223,2015,2019
812,5,2020-2024,81.21402697937584,2020,2024
813,1,2000-2004,64.72933934979929,2000,2004
813,2,2005-2009,67.08085969431399,2005,2009
813,3,2010-2014,69.75322954763223,2010,2014
813,4,2015-2019,71.9926220968422,2015,2019
813,5,2020-2024,80.92302378668069,2020,2024
845,1,2000-2004,82.66001958079569,2000,2004
845,2,2005-2009,85.87360756173238,2005,2009
845,3,2010-2014,89.21714124445576,2010,2014
845,4,2015-2019,91.11308619977419,2015,2019
845,5,2020-2024,99.90081931569476,2020,2024
846,1,2000-2004,88.34092182878169,2000,2004
846,2,2005-2009,91.52424272847628,2005,2009
846,3,2010-2014,94.89846002516495,2010,2014
846,4,2015-2019,96.54460996501341,2015,2019
846,5,2020-2024,104.9588737559649,2020,2024
847,1,2000-2004,84.42216416685619,2000,2004
847,2,2005-2009,87.58845617136217,2005,2009
847,3,2010-2014,90.92751728177511,2010,2014
847,4,2015-2019,92.72013420023923,2015,2019
847,5,2020-2024,101.28667428205793,2020,2024
848,1,2000-2004,83.05689795360577,2000,2004
848,2,2005-2009,86.17957890224432,2005,2009
848,3,2010-2014,89.44894582323518,2010,2014
848,4,2015-2019,91.31146187944951,2015,2019
848,5,2020-2024,99.84990335610604,2020,2024
