grid_cell,block_id,block_label,mean_site_species_occupancy,median_site_species_occupancy,corrected_richness,centroid_lon,centroid_lat,block_start,block_end
128,3,2010-2014,0.5054646290331926,0.624044001364046,101.09292580663852,122.62003628231469,52.82123800100551,2010,2014
128,4,2015-2019,0.5089788456774674,0.5877881793429043,101.7957691354935,122.62003628231469,52.82123800100551,2015,2019
128,5,2020-2024,0.5394425198325272,0.656282548531713,107.88850396650547,122.62003628231469,52.82123800100551,2020,2024
129,1,2000-2004,0.4179977337892863,0.3708917178917487,83.59954675785724,123.51835156643419,52.82123800100551,2000,2004
129,2,2005-2009,0.43080001009741664,0.4308129885937605,86.16000201948339,123.51835156643419,52.82123800100551,2005,2009
129,3,2010-2014,0.44380828700172187,0.4651831540267048,88.76165740034439,123.51835156643419,52.82123800100551,2010,2014
129,4,2015-2019,0.4506025031173074,0.4331736666136806,90.12050062346148,123.51835156643419,52.82123800100551,2015,2019
129,5,2020-2024,0.48583235126765567,0.5167605210492396,97.16647025353124,123.51835156643419,52.82123800100551,2020,2024
130,1,2000-2004,0.4148808702709717,0.3760426858319431,82.97617405419429,124.41644529384645,52.82108709522525,2000,2004
130,2,2005-2009,0.4278701087137252,0.42815848825283087,85.57402174274505,124.41644529384645,52.82108709522525,2005,2009
130,3,2010-2014,0.4408796036117402,0.47398394592485127,88.17592072234802,124.41644529384645,52.82108709522525,2010,2014
130,4,2015-2019,0.44796658326855715,0.40994503369589375,89.59331665371143,124.41644529384645,52.82108709522525,2015,2019
130,5,2020-2024,0.48366504584709175,0.5090978627602432,96.73300916941834,124.41644529384645,52.82108709522525,2020,2024
198,1,2000-2004,0.4255107273209459,0.3898439100875003,85.10214546418925,120.96829322790097,52.282076961806844,2000,2004
198,2,2005-2009,0.4382779004561177,0.4346279171714804,87.65558009122348,120.96829322790097,52.282076961806844,2005,2009
198,3,2010-2014,0.45117589445750944,0.5019096704158912,90.23517889150189,120.96829322790097,52.282076961806844,2010,2014
198,4,2015-2019,0.4578336144381735,0.41570876825525416,91.56672288763473,120.96829322790097,52.282076961806844,2015,2019
198,5,2020-2024,0.4932267610640197,0.548047326000515,98.64535221280396,120.96829322790097,52.282076961806844,2020,2024
199,1,2000-2004,0.43659710927087353,0.42032782529466495,87.31942185417469,121.72172099819515,52.27498606676315,2000,2004
199,2,2005-2009,0.4485827804893638,0.4609252104582696,89.71655609787277,121.72172099819515,52.27498606676315,2005,2009
199,3,2010-2014,0.4608198740212793,0.48873416231504796,92.16397480425596,121.72172099819515,52.27498606676315,2010,2014
199,4,2015-2019,0.46628358059079933,0.4476258733335748,93.25671611815984,121.72172099819515,52.27498606676315,2015,2019
199,5,2020-2024,0.49975459716087633,0.5589334854356024,99.95091943217531,121.72172099819515,52.27498606676315,2020,2024
203,1,2000-2004,0.43846848303401054,0.42093913036804675,87.69369660680209,125.31498213467323,52.27498606676315,2000,2004
203,2,2005-2009,0.4504721628239881,0.45508317780957586,90.09443256479759,125.31498213467323,52.27498606676315,2005,2009
203,3,2010-2014,0.4629227410885036,0.5041172575111698,92.58454821770071,125.31498213467323,52.27498606676315,2010,2014
203,4,2015-2019,0.4684252108218646,0.4715231023116777,93.6850421643729,125.31498213467323,52.27498606676315,2015,2019
203,5,2020-2024,0.5018950155351037,0.5706260954979248,100.3790031070208,125.31498213467323,52.27498606676315,2020,2024
204,1,2000-2004,0.4394219902436955,0.4217318386022813,87.88439804873911,126.03928756661632,52.24244350881215,2000,2004
204,2,2005-2009,0.4512605977041954,0.45628729017302294,90.25211954083908,126.03928756661632,52.24244350881215,2005,2009
204,3,2010-2014,0.463303188894714,0.5128386402899668,92.66063777894281,126.03928756661632,52.24244350881215,2010,2014
204,4,2015-2019,0.4686586678594833,0.4549862802977348,93.73173357189661,126.03928756661632,52.24244350881215,2015,2019
204,5,2020-2024,0.5017602771873705,0.574047765819357,100.35205543747405,126.03928756661632,52.24244350881215,2020,2024
270,1,2000-2004,0.41740444567707,0.37707098719074505,83.48088913541403,120.8482612732761,51.70552270449054,2000,2004
270,2,2005-2009,0.4307407323737863,0.4194018628455487,86.14814647475733,120.8482612732761,51.70552270449054,2005,2009
270,3,2010-2014,0.4442387284676067,0.48422670643176335,88.84774569352129,120.8482612732761,51.70552270449054,2010,2014
270,4,2015-2019,0.45151775451412796,0.40820908586545757,90.30355090282562,120.8482612732761,51.70552270449054,2015,2019
270,5,2020-2024,0.4883034719413021,0.5219368282139181,97.66069438826035,120.8482612732761,51.70552270449054,2020,2024
271,1,2000-2004,0.4171838337536787,0.377798694485592,83.43676675073569,121.72172099819515,51.72191801112358,2000,2004
271,2,2005-2009,0.43053692729039394,0.41896073808144385,86.10738545807874,121.72172099819515,51.72191801112358,2005,2009
271,3,2010-2014,0.4439321558391329,0.49059120576102316,88.78643116782655,121.72172099819515,51.72191801112358,2010,2014
271,4,2015-2019,0.4513116720795863,0.39492770371360575,90.26233441591727,121.72172099819515,51.72191801112358,2015,2019
271,5,2020-2024,0.48820909000854196,0.5300349095811386,97.64181800170846,121.72172099819515,51.72191801112358,2020,2024
272,1,2000-2004,0.4209702102639133,0.3839865853694784,84.1940420527826,122.62003628231469,51.72191801112358,2000,2004
272,2,2005-2009,0.4341822245650417,0.4254855706091629,86.83644491300835,122.62003628231469,51.72191801112358,2005,2009
272,3,2010-2014,0.44756668906960345,0.49241217247368896,89.51333781392074,122.62003628231469,51.72191801112358,2010,2014
272,4,2015-2019,0.4546812155216891,0.4084450237969305,90.93624310433783,122.62003628231469,51.72191801112358,2015,2019
272,5,2020-2024,0.4911866416451575,0.5386609741395291,98.23732832903151,122.62003628231469,51.72191801112358,2020,2024
274,1,2000-2004,0.43791221322950713,0.4248460863820358,87.58244264590144,124.41666685055372,51.72191801112358,2000,2004
274,2,2005-2009,0.4503409065529439,0.4631211679272126,90.06818131058878,124.41666685055372,51.72191801112358,2005,2009
274,3,2010-2014,0.46332517779103394,0.5003043163669105,92.6650355582068,124.41666685055372,51.72191801112358,2010,2014
274,4,2015-2019,0.4691390983686142,0.46772601108036127,93.82781967372286,124.41666685055372,51.72191801112358,2015,2019
274,5,2020-2024,0.5037261135583684,0.5753631113935634,100.74522271167373,124.41666685055372,51.72191801112358,2020,2024
276,1,2000-2004,0.4389351587762444,0.4232442753974227,87.7870317552489,126.17024356538282,51.702582948461824,2000,2004
276,2,2005-2009,0.4510529598386747,0.4686363475229589,90.21059196773486,126.17024356538282,51.702582948461824,2005,2009
276,3,2010-2014,0.4637420294648125,0.501747456679855,92.74840589296242,126.17024356538282,51.702582948461824,2010,2014
276,4,2015-2019,0.4691501141364658,0.46539440609842153,93.83002282729318,126.17024356538282,51.702582948461824,2015,2019
276,5,2020-2024,0.5028849234810834,0.564624695856029,100.57698469621671,126.17024356538282,51.702582948461824,2020,2024
277,1,2000-2004,0.4394071446922065,0.42944889635092953,87.88142893844132,126.70987310416244,51.494570334539254,2000,2004
277,2,2005-2009,0.45198450976877796,0.4693114511973497,90.39690195375559,126.70987310416244,51.494570334539254,2005,2009
277,3,2010-2014,0.46531284506714415,0.515441514953044,93.06256901342884,126.70987310416244,51.494570334539254,2010,2014
277,4,2015-2019,0.47132850034498397,0.5040212822622849,94.26570006899686,126.70987310416244,51.494570334539254,2015,2019
277,5,2020-2024,0.5063614545040549,0.5767759928043785,101.27229090081104,126.70987310416244,51.494570334539254,2020,2024
341,1,2000-2004,0.3545830214686327,0.2635539954217807,70.9166042937265,120.05288481088691,51.1289574617765,2000,2004
341,2,2005-2009,0.36719484394850554,0.2676572591613232,73.43896878970108,120.05288481088691,51.1289574617765,2005,2009
341,3,2010-2014,0.37954403378903445,0.28581885894201486,75.90880675780693,120.05288481088691,51.1289574617765,2010,2014
341,4,2015-2019,0.38825325065744265,0.2886895030174076,77.65065013148853,120.05288481088691,51.1289574617765,2015,2019
341,5,2020-2024,0.42579101362570415,0.34431721337808313,85.15820272514082,120.05288481088691,51.1289574617765,2020,2024
342,1,2000-2004,0.3731580760623851,0.25631502404899686,74.63161521247704,120.82340571407563,51.1620009602833,2000,2004
342,2,2005-2009,0.38490692156158574,0.30477820814146395,76.98138431231715,120.82340571407563,51.1620009602833,2005,2009
342,3,2010-2014,0.39753112010566094,0.31962057778910213,79.50622402113218,120.82340571407563,51.1620009602833,2010,2014
342,4,2015-2019,0.40403827716332463,0.306652299312768,80.80765543266494,120.82340571407563,51.1620009602833,2015,2019
342,5,2020-2024,0.438458653176842,0.39626980946674184,87.69173063536844,120.82340571407563,51.1620009602833,2020,2024
343,1,2000-2004,0.3715056527073831,0.2549785086432178,74.30113054147662,121.72172099819515,51.1620009602833,2000,2004
343,2,2005-2009,0.38272060422986887,0.30981471637798585,76.5441208459738,121.72172099819515,51.1620009602833,2005,2009
343,3,2010-2014,0.3946802347933479,0.3113492469261613,78.93604695866958,121.72172099819515,51.1620009602833,2010,2014
343,4,2015-2019,0.4008118927109759,0.3034194021414931,80.16237854219513,121.72172099819515,51.1620009602833,2015,2019
343,5,2020-2024,0.4341865020868144,0.37479223492652347,86.83730041736287,121.72172099819515,51.1620009602833,2020,2024
344,1,2000-2004,0.36631221994205543,0.25900203769799524,73.26244398841109,122.62003628231469,51.1620009602833,2000,2004
344,2,2005-2009,0.37847047741440565,0.25967224603291794,75.69409548288114,122.62003628231469,51.1620009602833,2005,2009
344,3,2010-2014,0.3905093300228015,0.2979436516093412,78.10186600456025,122.62003628231469,51.1620009602833,2010,2014
344,4,2015-2019,0.39788910140958295,0.30580545953629545,79.57782028191664,122.62003628231469,51.1620009602833,2015,2019
344,5,2020-2024,0.43390468046672703,0.37169542843370124,86.78093609334543,122.62003628231469,51.1620009602833,2020,2024
345,1,2000-2004,0.36107022161425645,0.282611878065992,72.21404432285131,123.51835156643419,51.1620009602833,2000,2004
345,2,2005-2009,0.37414237077946255,0.3051592189788195,74.82847415589251,123.51835156643419,51.1620009602833,2005,2009
345,3,2010-2014,0.38660295041502185,0.3343274974849681,77.32059008300435,123.51835156643419,51.1620009602833,2010,2014
345,4,2015-2019,0.3958534421524781,0.32053915414179973,79.17068843049557,123.51835156643419,51.1620009602833,2015,2019
345,5,2020-2024,0.4349696318488698,0.39543875346869295,86.9939263697739,123.51835156643419,51.1620009602833,2020,2024
347,1,2000-2004,0.379050993942802,0.31435207061418824,75.8101987885604,125.31498213467323,51.1620009602833,2000,2004
347,2,2005-2009,0.39262300092223384,0.34315964603149585,78.52460018444675,125.31498213467323,51.1620009602833,2005,2009
347,3,2010-2014,0.40571945184659636,0.36232349337833347,81.14389036931925,125.31498213467323,51.1620009602833,2010,2014
347,4,2015-2019,0.4145064654894151,0.3523148318968483,82.90129309788307,125.31498213467323,51.1620009602833,2015,2019
347,5,2020-2024,0.45328319862025923,0.4222812979872247,90.6566397240519,125.31498213467323,51.1620009602833,2020,2024
412,1,2000-2004,0.439924573456837,0.3996765689740823,87.9849146913674,119.34348521922756,50.476663395402674,2000,2004
412,2,2005-2009,0.4519889435867353,0.4661508313596812,90.39778871734707,119.34348521922756,50.476663395402674,2005,2009
412,3,2010-2014,0.4643032330123499,0.5264068227151831,92.86064660247004,119.34348521922756,50.476663395402674,2010,2014
412,4,2015-2019,0.4697471662803886,0.5194048462333887,93.94943325607764,119.34348521922756,50.476663395402674,2015,2019
412,5,2020-2024,0.5021667011146718,0.5749488431531447,100.43334022293426,119.34348521922756,50.476663395402674,2020,2024
413,1,2000-2004,0.43662370397707345,0.4018047089369212,87.32474079541464,119.92545525326737,50.594981556312646,2000,2004
413,2,2005-2009,0.4485187433151831,0.4693407183256687,89.70374866303665,119.92545525326737,50.594981556312646,2005,2009
413,3,2010-2014,0.4604100204054285,0.5114405894294636,92.08200408108567,119.92545525326737,50.594981556312646,2010,2014
413,4,2015-2019,0.4658695415806644,0.5085563698071092,93.1739083161328,119.92545525326737,50.594981556312646,2015,2019
413,5,2020-2024,0.49808117819628983,0.5681515153841037,99.61623563925797,119.92545525326737,50.594981556312646,2020,2024
414,1,2000-2004,0.4282902563940747,0.3863087623002235,85.65805127881492,120.82340571407563,50.59520423372765,2000,2004
414,2,2005-2009,0.44016178988246824,0.448583147491983,88.03235797649364,120.82340571407563,50.59520423372765,2005,2009
414,3,2010-2014,0.4520589392874916,0.49945395665433934,90.41178785749835,120.82340571407563,50.59520423372765,2010,2014
414,4,2015-2019,0.4575401544198652,0.4767320284608594,91.50803088397299,120.82340571407563,50.59520423372765,2015,2019
414,5,2020-2024,0.48970589652065194,0.5399203297922083,97.9411793041304,120.82340571407563,50.59520423372765,2020,2024
415,1,2000-2004,0.43448447863625544,0.40271062348593145,86.89689572725099,121.72172099819515,50.59520423372765,2000,2004
415,2,2005-2009,0.44637112637508314,0.45106626808683836,89.2742252750166,121.72172099819515,50.59520423372765,2005,2009
415,3,2010-2014,0.4582946687233688,0.4970384868964185,91.65893374467376,121.72172099819515,50.59520423372765,2010,2014
415,4,2015-2019,0.46365521335722376,0.49875432960895516,92.73104267144474,121.72172099819515,50.59520423372765,2015,2019
415,5,2020-2024,0.49529500189797565,0.5660210224648217,99.05900037959515,121.72172099819515,50.59520423372765,2020,2024
416,1,2000-2004,0.43363045512731396,0.3928926637244249,86.72609102546282,122.62003628231469,50.59520423372765,2000,2004
416,2,2005-2009,0.44549306940255967,0.45157326032329603,89.0986138805119,122.62003628231469,50.59520423372765,2005,2009
416,3,2010-2014,0.45732318105660374,0.49746280182980834,91.46463621132071,122.62003628231469,50.59520423372765,2010,2014
416,4,2015-2019,0.4627722013262585,0.49978577842532845,92.55444026525176,122.62003628231469,50.59520423372765,2015,2019
416,5,2020-2024,0.4943300898326928,0.5632212548833473,98.86601796653854,122.62003628231469,50.59520423372765,2020,2024
417,1,2000-2004,0.3906660784884467,0.302243027079355,78.13321569768928,123.51835156643419,50.59520423372765,2000,2004
417,2,2005-2009,0.40214724259472073,0.3322788260440281,80.42944851894416,123.51835156643419,50.59520423372765,2005,2009
417,3,2010-2014,0.41470978209978354,0.3431082982436934,82.9419564199567,123.51835156643419,50.59520423372765,2010,2014
417,4,2015-2019,0.4201518193713139,0.34245964726478756,84.03036387426282,123.51835156643419,50.59520423372765,2015,2019
417,5,2020-2024,0.45319227922513605,0.4192230702173092,90.63845584502721,123.51835156643419,50.59520423372765,2020,2024
418,1,2000-2004,0.4000853728941933,0.3125092009049305,80.01707457883873,124.41666685055372,50.59520423372765,2000,2004
418,2,2005-2009,0.4118873374532698,0.3498742670820048,82.37746749065391,124.41666685055372,50.59520423372765,2005,2009
418,3,2010-2014,0.4251931091717303,0.36538138020051786,85.0386218343461,124.41666685055372,50.59520423372765,2010,2014
418,4,2015-2019,0.43081393637533505,0.34762391953876115,86.16278727506703,124.41666685055372,50.59520423372765,2015,2019
418,5,2020-2024,0.46485384743634794,0.4333167039824941,92.97076948726956,124.41666685055372,50.59520423372765,2020,2024
483,1,2000-2004,0.33676837927265907,0.2259067238649498,67.35367585453182,118.46972250206176,49.791925528401364,2000,2004
483,2,2005-2009,0.3490238162539947,0.2617046256832425,69.80476325079893,118.46972250206176,49.791925528401364,2005,2009
483,3,2010-2014,0.36152221940115864,0.29349040770810975,72.30444388023174,118.46972250206176,49.791925528401364,2010,2014
483,4,2015-2019,0.37185659736400656,0.29177198922610303,74.37131947280133,118.46972250206176,49.791925528401364,2015,2019
483,5,2020-2024,0.41300975721554534,0.3681553542208113,82.60195144310909,118.46972250206176,49.791925528401364,2020,2024
484,1,2000-2004,0.342836564704666,0.22926697930509096,68.5673129409332,119.13284538063802,49.9216220029174,2000,2004
484,2,2005-2009,0.35530683991845957,0.2779149156085068,71.06136798369185,119.13284538063802,49.9216220029174,2005,2009
484,3,2010-2014,0.367996014974047,0.30009907611026165,73.59920299480939,119.13284538063802,49.9216220029174,2010,2014
484,4,2015-2019,0.37839737156481373,0.2956578318967956,75.67947431296271,119.13284538063802,49.9216220029174,2015,2019
484,5,2020-2024,0.4197878125173122,0.37987356547251666,83.95756250346244,119.13284538063802,49.9216220029174,2020,2024
485,1,2000-2004,0.3403801746554533,0.22710818500073815,68.07603493109062,119.9250904299561,50.021499450700304,2000,2004
485,2,2005-2009,0.3527257584829723,0.27096541328731394,70.54515169659446,119.9250904299561,50.021499450700304,2005,2009
485,3,2010-2014,0.3652043390149404,0.29656530015274635,73.0408678029881,119.9250904299561,50.021499450700304,2010,2014
485,4,2015-2019,0.3755003377843846,0.29208674908067056,75.10006755687687,119.9250904299561,50.021499450700304,2015,2019
485,5,2020-2024,0.41654155753453553,0.37542520402394114,83.30831150690715,119.9250904299561,50.021499450700304,2020,2024
486,1,2000-2004,0.3348195307695337,0.2236559220957344,66.96390615390673,120.82340571407563,50.021499450700304,2000,2004
486,2,2005-2009,0.3469367948623742,0.2517401213331748,69.38735897247483,120.82340571407563,50.021499450700304,2005,2009
486,3,2010-2014,0.359221485618236,0.2832542087769632,71.84429712364721,120.82340571407563,50.021499450700304,2010,2014
486,4,2015-2019,0.3694638486617405,0.28731954317837616,73.89276973234807,120.82340571407563,50.021499450700304,2015,2019
486,5,2020-2024,0.41018462847576553,0.3597476498123269,82.03692569515312,120.82340571407563,50.021499450700304,2020,2024
487,1,2000-2004,0.34163076218881516,0.2293401020872033,68.32615243776301,121.72172099819515,50.021499450700304,2000,2004
487,2,2005-2009,0.3540696590280113,0.2681812435548911,70.81393180560224,121.72172099819515,50.021499450700304,2005,2009
487,3,2010-2014,0.3665731696849715,0.2952156657216422,73.31463393699427,121.72172099819515,50.021499450700304,2010,2014
487,4,2015-2019,0.3768362966915472,0.3017172344103503,75.36725933830942,121.72172099819515,50.021499450700304,2015,2019
487,5,2020-2024,0.41790714489400627,0.37527222441565067,83.58142897880127,121.72172099819515,50.021499450700304,2020,2024
488,1,2000-2004,0.3404925161941346,0.23290501548696352,68.09850323882695,122.62003628231469,50.021499450700304,2000,2004
488,2,2005-2009,0.35295443576119256,0.2587997916777768,70.59088715223845,122.62003628231469,50.021499450700304,2005,2009
488,3,2010-2014,0.36539064166006957,0.2856115238900149,73.07812833201395,122.62003628231469,50.021499450700304,2010,2014
488,4,2015-2019,0.3755132857331541,0.3051231608089844,75.10265714663083,122.62003628231469,50.021499450700304,2015,2019
488,5,2020-2024,0.41633892531404093,0.36976589367380763,83.26778506280824,122.62003628231469,50.021499450700304,2020,2024
493,1,2000-2004,0.3441136848652344,0.23576720733105716,68.8227369730469,127.07175202779695,50.015963241049114,2000,2004
493,2,2005-2009,0.356727002532001,0.27635346194901056,71.34540050640021,127.07175202779695,50.015963241049114,2005,2009
493,3,2010-2014,0.3694906099060636,0.3053537061653029,73.8981219812127,127.07175202779695,50.015963241049114,2010,2014
493,4,2015-2019,0.37986375348697066,0.3060969921978579,75.97275069739413,127.07175202779695,50.015963241049114,2015,2019
493,5,2020-2024,0.42119256017712864,0.38168089692141655,84.23851203542576,127.07175202779695,50.015963241049114,2020,2024
554,1,2000-2004,0.34284288527984735,0.24912793374777553,68.56857705596947,117.19879746264533,49.400794096827376,2000,2004
554,2,2005-2009,0.3553935867564568,0.27595875681654986,71.07871735129133,117.19879746264533,49.400794096827376,2005,2009
554,3,2010-2014,0.3684527981846624,0.30869583320120453,73.6905596369325,117.19879746264533,49.400794096827376,2010,2014
554,4,2015-2019,0.379088829099881,0.3074067154063316,75.81776581997619,117.19879746264533,49.400794096827376,2015,2019
554,5,2020-2024,0.42132515461193554,0.38294402178153486,84.2650309223871,117.19879746264533,49.400794096827376,2020,2024
555,1,2000-2004,0.33788976828062495,0.23602379127578874,67.57795365612492,118.16546798198165,49.407414090645936,2000,2004
555,2,2005-2009,0.3502433463512048,0.2687465606224352,70.04866927024099,118.16546798198165,49.407414090645936,2005,2009
555,3,2010-2014,0.36308869718127407,0.3009144478028638,72.6177394362549,118.16546798198165,49.407414090645936,2010,2014
555,4,2015-2019,0.3736530285977654,0.2935057385875173,74.73060571955311,118.16546798198165,49.407414090645936,2015,2019
555,5,2020-2024,0.4155613566427342,0.3752471563788724,83.11227132854684,118.16546798198165,49.407414090645936,2020,2024
556,1,2000-2004,0.33102505718475866,0.2257128948012211,66.20501143695174,119.0267751458366,49.440860638347424,2000,2004
556,2,2005-2009,0.34317090761509716,0.2505822333071083,68.63418152301942,119.0267751458366,49.440860638347424,2005,2009
556,3,2010-2014,0.35579525493352354,0.29463974208311183,71.1590509867047,119.0267751458366,49.440860638347424,2010,2014
556,4,2015-2019,0.36621305609963206,0.29532716935499725,73.24261121992642,119.0267751458366,49.440860638347424,2015,2019
556,5,2020-2024,0.40758567230816467,0.36128897431868895,81.51713446163286,119.0267751458366,49.440860638347424,2020,2024
557,1,2000-2004,0.3315660891408827,0.2247354799730051,66.31321782817656,119.9250904299561,49.440860638347424,2000,2004
557,2,2005-2009,0.3438015622140813,0.24934384134398674,68.76031244281626,119.9250904299561,49.440860638347424,2005,2009
557,3,2010-2014,0.35649524638754587,0.29526245391609546,71.29904927750916,119.9250904299561,49.440860638347424,2010,2014
557,4,2015-2019,0.36690781735919853,0.29930821400930935,73.38156347183971,119.9250904299561,49.440860638347424,2015,2019
557,5,2020-2024,0.4083159176035704,0.36136029204470166,81.6631835207141,119.9250904299561,49.440860638347424,2020,2024
558,1,2000-2004,0.3343094303479651,0.2308201477560975,66.86188606959306,120.82340571407563,49.440860638347424,2000,2004
558,2,2005-2009,0.3467447026760767,0.2545797373927775,69.34894053521536,120.82340571407563,49.440860638347424,2005,2009
558,3,2010-2014,0.359494552832182,0.2979013276292424,71.8989105664365,120.82340571407563,49.440860638347424,2010,2014
558,4,2015-2019,0.3698202058808755,0.2997006643503556,73.96404117617506,120.82340571407563,49.440860638347424,2015,2019
558,5,2020-2024,0.41121630754228194,0.3808854118166347,82.24326150845643,120.82340571407563,49.440860638347424,2020,2024
559,1,2000-2004,0.3491636186672162,0.25512188856413137,69.83272373344322,121.72172099819515,49.440860638347424,2000,2004
559,2,2005-2009,0.3623182129110259,0.2843031892779989,72.46364258220524,121.72172099819515,49.440860638347424,2005,2009
559,3,2010-2014,0.37565043014174354,0.3275215743729356,75.1300860283487,121.72172099819515,49.440860638347424,2010,2014
559,4,2015-2019,0.3860632412508437,0.33406401281885656,77.21264825016877,121.72172099819515,49.440860638347424,2015,2019
559,5,2020-2024,0.42818677797074406,0.3965839826835179,85.63735559414876,121.72172099819515,49.440860638347424,2020,2024
560,1,2000-2004,0.35985440906913363,0.28042899151349077,71.97088181382674,122.62003628231469,49.440860638347424,2000,2004
560,2,2005-2009,0.37351761903332653,0.29865288327548467,74.70352380666533,122.62003628231469,49.440860638347424,2005,2009
560,3,2010-2014,0.3871372610668149,0.34284493112875825,77.42745221336298,122.62003628231469,49.440860638347424,2010,2014
560,4,2015-2019,0.3971208368813021,0.35014724439100087,79.4241673762604,122.62003628231469,49.440860638347424,2015,2019
560,5,2020-2024,0.43896804606638906,0.3954104211745095,87.79360921327786,122.62003628231469,49.440860638347424,2020,2024
561,1,2000-2004,0.37445313073368214,0.3254213760118809,74.89062614673642,123.51835156643419,49.440860638347424,2000,2004
561,2,2005-2009,0.38805451412769404,0.31391171948459484,77.61090282553874,123.51835156643419,49.440860638347424,2005,2009
561,3,2010-2014,0.4015786570594652,0.34982473987778606,80.31573141189313,123.51835156643419,49.440860638347424,2010,2014
561,4,2015-2019,0.4104067619472243,0.3526341045928424,82.08135238944486,123.51835156643419,49.440860638347424,2015,2019
561,5,2020-2024,0.4506194655389097,0.4235627819313126,90.12389310778195,123.51835156643419,49.440860638347424,2020,2024
563,1,2000-2004,0.4106006759676161,0.35504868996175143,82.12013519352324,125.31498213467326,49.440860638347424,2000,2004
563,2,2005-2009,0.42500123700177905,0.4111170804500289,85.00024740035583,125.31498213467326,49.440860638347424,2005,2009
563,3,2010-2014,0.4399934786584518,0.4494940389757175,87.99869573169042,125.31498213467326,49.440860638347424,2010,2014
563,4,2015-2019,0.44809460935751383,0.4429868667967692,89.61892187150279,125.31498213467326,49.440860638347424,2015,2019
563,5,2020-2024,0.48799553555970676,0.5120889102795518,97.59910711194138,125.31498213467326,49.440860638347424,2020,2024
564,1,2000-2004,0.4248435356387909,0.38581408386578364,84.96870712775821,126.21329741879276,49.440860638347424,2000,2004
564,2,2005-2009,0.4393623831925412,0.4654402334291261,87.8724766385083,126.21329741879276,49.440860638347424,2005,2009
564,3,2010-2014,0.4546538535268158,0.4910376980196111,90.93077070536314,126.21329741879276,49.440860638347424,2010,2014
564,4,2015-2019,0.46254365201049463,0.47084464549736044,92.50873040209903,126.21329741879276,49.440860638347424,2015,2019
564,5,2020-2024,0.5022446655777333,0.540636585890843,100.44893311554668,126.21329741879276,49.440860638347424,2020,2024
566,1,2000-2004,0.4148046114804704,0.3618575324323907,82.96092229609407,127.9870705312759,49.362860946853445,2000,2004
566,2,2005-2009,0.42893619392589427,0.41873572290218786,85.78723878517881,127.9870705312759,49.362860946853445,2005,2009
566,3,2010-2014,0.44365378194318794,0.45144121183880265,88.73075638863764,127.9870705312759,49.362860946853445,2010,2014
566,4,2015-2019,0.45132485791536786,0.43887272972272107,90.26497158307353,127.9870705312759,49.362860946853445,2015,2019
566,5,2020-2024,0.4904565234115713,0.519980760254596,98.09130468231425,127.9870705312759,49.362860946853445,2020,2024
567,1,2000-2004,0.41528847687016335,0.36627174362025455,83.05769537403269,128.8311491841014,49.30378025244225,2000,2004
567,2,2005-2009,0.42959974315730154,0.41277978809152216,85.91994863146031,128.8311491841014,49.30378025244225,2005,2009
567,3,2010-2014,0.44457325139580117,0.44405892250199674,88.91465027916024,128.8311491841014,49.30378025244225,2010,2014
567,4,2015-2019,0.4524708819050751,0.44242780908345575,90.49417638101501,128.8311491841014,49.30378025244225,2015,2019
