grid_cell,block_id,block_label,corrected_richness,effective_species,taxon_shannon,taxon_inverse_simpson,hill_shannon_effective,cwm_log_body_mass,cwm_clutch_size,cwm_longevity_y,cwm_maturity_y,cwm_avonet_hwi,cwm_log_range_size,cwsd_log_body_mass,cwsd_clutch_size,cwsd_longevity_y,cwsd_maturity_y,cwsd_avonet_hwi,cwsd_log_range_size,mean_trait_variability,life_history_trait_volume,life_history_trait_dispersion,life_history_trait_density,trait_rao_q,block_start,block_end,grid_id,centroid_lon,centroid_lat,area_km2,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elev_mean,elev_sd,texture_shannon,texture_entropy,texture_contrast,npp_mean,landcover_trees,landcover_cropland,landcover_built,landcover_shrubs,landcover_grassland,landcover_water,hfi_2000,hfi_2005,hfi_2010,hfi_2015,hfi_2020,hfi_2024,hfi_mean,hfi_sd,habitat_diversity_shannon,habitat_diversity_richness,habitat_diversity_evenness,habitat_dominance,habitat_diversity_simpson,natural_landcover_fraction,human_modified_fraction,corrected_richness_ms,phylo_pd,phylo_sr,phylo_mpd_weighted,phylo_mntd_weighted,phylo_species_matched
57,1,2000-2004,88.84931114899781,91,4.820128852858941,114.72340277693854,123.98106506532388,2.1076612221983164,5.132970388774862,18.469522334900816,1.4210780946749488,40.261729612618375,16.455397197732132,0.7447705488850159,2.2926845132463902,9.563230035365077,0.7375366673259107,13.005677189510726,0.8771217968288444,4.536836791860328,1.8093309554552266,2.6504228292537504,49.1061687089985,0.14220586949826458,2000,2004,G00057,123.50381425901432,53.28723680119337,7211.3504475356285,-3.938072347640991,14.11705002784729,-23.709556102752686,501.4,149,2.45,117.14121856689454,352.75,9.85,352.75,9.9,14.843226051330566,26.70332670211792,1542.5829162597656,22.42281255722046,-33.16041240692139,55.58322467803955,14.11705002784729,-23.540270709991454,936.5,51.20598238076238,25104.941391941393,45278.91575091575,75632.91941391942,527.8115715422773,0.8798473698490601,0.0047449946284881485,9.649221719170162e-4,1.341921646695737e-7,0.11370921891268512,4.299516944491899e-5,2.1597437483791877,2.2538759717459205,2.1458203049346856,2.2521772060388416,2.19622793314706,2.1794333074272902,2.1978797452788315,0.046024625505794454,0.3919465662270399,2,0.5654593673892081,0.880455205374044,0.21182749350758467,0.9935997181233549,0.005709916800405165,88.84931114899781,2017.432740999999,90,126.30090820977081,20.000953711516388,90
57,2,2005-2009,91.13041547522349,96,4.831016668262283,116.2735680766284,125.33832339641113,2.1138687981281667,5.157116325344882,18.44885397854179,1.417178680542063,40.1911181552464,16.442011004039735,0.7395519590007724,2.2875260075689052,9.384558305709223,0.7277832790704157,12.972411823034276,0.8970452421231662,4.50147943608446,1.8084813857465425,2.6374136142314826,50.39057420964539,0.14190826234115805,2005,2009,G00057,123.50381425901432,53.28723680119337,7211.3504475356285,-3.938072347640991,14.11705002784729,-23.709556102752686,501.4,149,2.45,117.14121856689454,352.75,9.85,352.75,9.9,14.843226051330566,26.70332670211792,1542.5829162597656,22.42281255722046,-33.16041240692139,55.58322467803955,14.11705002784729,-23.540270709991454,936.5,51.20598238076238,25104.941391941393,45278.91575091575,75632.91941391942,527.8115715422773,0.8798473698490601,0.0047449946284881485,9.649221719170162e-4,1.341921646695737e-7,0.11370921891268512,4.299516944491899e-5,2.1597437483791877,2.2538759717459205,2.1458203049346856,2.2521772060388416,2.19622793314706,2.1794333074272902,2.1978797452788315,0.046024625505794454,0.3919465662270399,2,0.5654593673892081,0.880455205374044,0.21182749350758467,0.9935997181233549,0.005709916800405165,91.13041547522349,2114.9788339999986,95,126.59780304487192,20.11476536042871,95
57,3,2010-2014,93.48114470675317,99,4.8487442648943775,118.78898312184964,127.58008242698553,2.1082695636751954,5.145058346829889,18.395886876775112,1.4153706187238373,39.99846944235483,16.42892220066264,0.7379370524308891,2.2618349264222406,9.338414832781222,0.7214498730693087,12.92795975685122,0.90657733457889,4.482362296022295,1.7941707396613527,2.6302057641586227,52.102702736305694,0.14161743496586707,2010,2014,G00057,123.50381425901432,53.28723680119337,7211.3504475356285,-3.938072347640991,14.11705002784729,-23.709556102752686,501.4,149,2.45,117.14121856689454,352.75,9.85,352.75,9.9,14.843226051330566,26.70332670211792,1542.5829162597656,22.42281255722046,-33.16041240692139,55.58322467803955,14.11705002784729,-23.540270709991454,936.5,51.20598238076238,25104.941391941393,45278.91575091575,75632.91941391942,527.8115715422773,0.8798473698490601,0.0047449946284881485,9.649221719170162e-4,1.341921646695737e-7,0.11370921891268512,4.299516944491899e-5,2.1597437483791877,2.2538759717459205,2.1458203049346856,2.2521772060388416,2.19622793314706,2.1794333074272902,2.1978797452788315,0.046024625505794454,0.3919465662270399,2,0.5654593673892081,0.880455205374044,0.21182749350758467,0.9935997181233549,0.005709916800405165,93.48114470675316,2154.8437449999997,98,126.2471438800222,20.322393466156313,98
57,4,2015-2019,94.46616662290239,98,4.847472575365083,118.5362136947754,127.41794328918942,2.129115671942845,5.1699543109115504,18.531021615727408,1.4204579147750072,40.23822730826642,16.435854223214836,0.7319550562561933,2.279947907674064,9.236275165401594,0.719037748500057,12.869868724435083,0.9057762587180207,4.457143476830835,1.7874516177268012,2.6197304335207665,52.849635585124325,0.14157520335095503,2015,2019,G00057,123.50381425901432,53.28723680119337,7211.3504475356285,-3.938072347640991,14.11705002784729,-23.709556102752686,501.4,149,2.45,117.14121856689454,352.75,9.85,352.75,9.9,14.843226051330566,26.70332670211792,1542.5829162597656,22.42281255722046,-33.16041240692139,55.58322467803955,14.11705002784729,-23.540270709991454,936.5,51.20598238076238,25104.941391941393,45278.91575091575,75632.91941391942,527.8115715422773,0.8798473698490601,0.0047449946284881485,9.649221719170162e-4,1.341921646695737e-7,0.11370921891268512,4.299516944491899e-5,2.1597437483791877,2.2538759717459205,2.1458203049346856,2.2521772060388416,2.19622793314706,2.1794333074272902,2.1978797452788315,0.046024625505794454,0.3919465662270399,2,0.5654593673892081,0.880455205374044,0.21182749350758467,0.9935997181233549,0.005709916800405165,94.4661666229024,2128.595852,97,127.2491310110787,20.27703501346794,97
57,5,2020-2024,100.79060203283439,106,4.877958857649716,123.22782467699199,131.36226098063165,2.1231719350050673,5.169476740375603,18.42539002280918,1.419038310467881,39.99508522444498,16.41540015017992,0.7345386227952564,2.261985971456726,9.191324859653433,0.7117448455492515,12.863723931179315,0.9096123972922868,4.445488437987711,1.779047533090497,2.625845174092623,56.65424906199364,0.14161564279728556,2020,2024,G00057,123.50381425901432,53.28723680119337,7211.3504475356285,-3.938072347640991,14.11705002784729,-23.709556102752686,501.4,149,2.45,117.14121856689454,352.75,9.85,352.75,9.9,14.843226051330566,26.70332670211792,1542.5829162597656,22.42281255722046,-33.16041240692139,55.58322467803955,14.11705002784729,-23.540270709991454,936.5,51.20598238076238,25104.941391941393,45278.91575091575,75632.91941391942,527.8115715422773,0.8798473698490601,0.0047449946284881485,9.649221719170162e-4,1.341921646695737e-7,0.11370921891268512,4.299516944491899e-5,2.1597437483791877,2.2538759717459205,2.1458203049346856,2.2521772060388416,2.19622793314706,2.1794333074272902,2.1978797452788315,0.046024625505794454,0.3919465662270399,2,0.5654593673892081,0.880455205374044,0.21182749350758467,0.9935997181233549,0.005709916800405165,100.7906020328344,2251.463875999998,105,126.66277178248038,20.313084354320072,105
128,1,2000-2004,96.52156732602793,104,4.864372110782205,121.12181035542214,129.58954518329548,2.100791830021165,5.193215594950301,18.31251271526187,1.4082423084661322,39.72726402742134,16.401231400920306,0.7464656607969016,2.301909071200135,9.343645541906621,0.7244146738975458,13.095022412917768,0.9064112371339035,4.519644766308812,1.8198215309576407,2.648326000467628,53.03902920372395,0.14291001667042122,2000,2004,G00128,122.62003628231469,52.82123800100551,10000,1.515458305676778,19.168930689493816,-18.658069610595703,703,150.33333333333334,10,82.07416280110677,381.6666666666667,37,374.3333333333333,37,10.143527348836264,19.63555908203125,1533.8038330078125,26.001415888468426,-25.66208330790202,51.663499196370445,17.639610926310223,-16.229069391886394,88,90.93404203047393,32045.444444444445,52997.22222222222,317968,479.3039178421248,0.16820696564496956,0.24998407961716135,0.004370149238245326,0.0031706467485509986,0.029412935069757538,0.19883880642444285,16.63632745658402,18.198976512503833,16.400780433047135,17.794472460198193,15.922294310763874,16.895745650856895,16.97476613732566,0.8635451361425657,1.2776458620744482,4,0.9216266746135555,0.38224824936522966,0.6931998000466197,0.3996293538877209,0.25435422885540665,96.52156732602792,2213.4612619999994,103,125.54328968354059,20.051315052788866,103
128,2,2005-2009,98.6357925962038,106,4.873972437804298,122.39718044968625,130.83963824544767,2.1051269183250194,5.207090956485414,18.288485295010165,1.405350262285443,39.65553025107054,16.390839206177645,0.7417856287311809,2.2912536077350607,9.174161327142809,0.7149665657234181,13.048906322434215,0.9239742450498881,4.482507949469428,1.8104228491460954,2.635385714312814,54.48218500044141,0.14255349272613016,2005,2009,G00128,122.62003628231469,52.82123800100551,10000,1.515458305676778,19.168930689493816,-18.658069610595703,703,150.33333333333334,10,82.07416280110677,381.6666666666667,37,374.3333333333333,37,10.143527348836264,19.63555908203125,1533.8038330078125,26.001415888468426,-25.66208330790202,51.663499196370445,17.639610926310223,-16.229069391886394,88,90.93404203047393,32045.444444444445,52997.22222222222,317968,479.3039178421248,0.16820696564496956,0.24998407961716135,0.004370149238245326,0.0031706467485509986,0.029412935069757538,0.19883880642444285,16.63632745658402,18.198976512503833,16.400780433047135,17.794472460198193,15.922294310763874,16.895745650856895,16.97476613732566,0.8635451361425657,1.2776458620744482,4,0.9216266746135555,0.38224824936522966,0.6931998000466197,0.3996293538877209,0.25435422885540665,98.6357925962038,2221.6257189999988,105,125.77636761862114,20.19171058316356,105
128,3,2010-2014,101.09292580663853,105,4.890610211192803,124.85897205992394,133.03472856847125,2.099463596221277,5.196952862103122,18.246794801815188,1.4030199048915852,39.47508298938015,16.381679207121472,0.7402256425411992,2.268730420806424,9.134817697934938,0.7082629693455417,12.998712510971888,0.9309018265369666,4.46360851135616,1.7970989680258918,2.628932508587675,56.25339928701246,0.14221852971722673,2010,2014,G00128,122.62003628231469,52.82123800100551,10000,1.515458305676778,19.168930689493816,-18.658069610595703,703,150.33333333333334,10,82.07416280110677,381.6666666666667,37,374.3333333333333,37,10.143527348836264,19.63555908203125,1533.8038330078125,26.001415888468426,-25.66208330790202,51.663499196370445,17.639610926310223,-16.229069391886394,88,90.93404203047393,32045.444444444445,52997.22222222222,317968,479.3039178421248,0.16820696564496956,0.24998407961716135,0.004370149238245326,0.0031706467485509986,0.029412935069757538,0.19883880642444285,16.63632745658402,18.198976512503833,16.400780433047135,17.794472460198193,15.922294310763874,16.895745650856895,16.97476613732566,0.8635451361425657,1.2776458620744482,4,0.9216266746135555,0.38224824936522966,0.6931998000466197,0.3996293538877209,0.25435422885540665,101.09292580663852,2225.688481999999,104,125.50571970562477,20.42956459772129,104
128,4,2015-2019,101.79576913549347,105,4.88954155634802,124.5309317685923,132.8926362985811,2.1166310784516478,5.213100230938324,18.361088666837748,1.407318399763865,39.66564110037019,16.39135805684297,0.7350375402463036,2.2808137240258692,9.043248343774277,0.70621776836606,12.954706675200857,0.9283864803227256,4.4414017553226826,1.790277049509946,2.6195117103093755,56.86034413687988,0.1421183675505488,2015,2019,G00128,122.62003628231469,52.82123800100551,10000,1.515458305676778,19.168930689493816,-18.658069610595703,703,150.33333333333334,10,82.07416280110677,381.6666666666667,37,374.3333333333333,37,10.143527348836264,19.63555908203125,1533.8038330078125,26.001415888468426,-25.66208330790202,51.663499196370445,17.639610926310223,-16.229069391886394,88,90.93404203047393,32045.444444444445,52997.22222222222,317968,479.3039178421248,0.16820696564496956,0.24998407961716135,0.004370149238245326,0.0031706467485509986,0.029412935069757538,0.19883880642444285,16.63632745658402,18.198976512503833,16.400780433047135,17.794472460198193,15.922294310763874,16.895745650856895,16.97476613732566,0.8635451361425657,1.2776458620744482,4,0.9216266746135555,0.38224824936522966,0.6931998000466197,0.3996293538877209,0.25435422885540665,101.7957691354935,2235.775566999999,104,126.41711643303833,20.44796808370141,104
128,5,2020-2024,107.88850396650547,113,4.917677082753178,129.06033535221906,136.68473679664953,2.1090055542624726,5.196786552131868,18.252195106626154,1.4074676517481295,39.420519880719546,16.37557479016177,0.7370674034987333,2.2574666349722072,9.0182615945654,0.700379882444558,12.930698919980363,0.9289927478911564,4.428811197225403,1.7801076313216582,2.625409539528955,60.60785430508076,0.14201771533793375,2020,2024,G00128,122.62003628231469,52.82123800100551,10000,1.515458305676778,19.168930689493816,-18.658069610595703,703,150.33333333333334,10,82.07416280110677,381.6666666666667,37,374.3333333333333,37,10.143527348836264,19.63555908203125,1533.8038330078125,26.001415888468426,-25.66208330790202,51.663499196370445,17.639610926310223,-16.229069391886394,88,90.93404203047393,32045.444444444445,52997.22222222222,317968,479.3039178421248,0.16820696564496956,0.24998407961716135,0.004370149238245326,0.0031706467485509986,0.029412935069757538,0.19883880642444285,16.63632745658402,18.198976512503833,16.400780433047135,17.794472460198193,15.922294310763874,16.895745650856895,16.97476613732566,0.8635451361425657,1.2776458620744482,4,0.9216266746135555,0.38224824936522966,0.6931998000466197,0.3996293538877209,0.25435422885540665,107.88850396650548,2346.2428199999986,112,125.78700196049687,20.51879277742303,112
