grid_cell,block_id,block_label,corrected_richness,effective_species,taxon_shannon,taxon_inverse_simpson,hill_shannon_effective,cwm_log_body_mass,cwm_clutch_size,cwm_longevity_y,cwm_maturity_y,cwm_avonet_hwi,cwm_log_range_size,cwsd_log_body_mass,cwsd_clutch_size,cwsd_longevity_y,cwsd_maturity_y,cwsd_avonet_hwi,cwsd_log_range_size,mean_trait_variability,life_history_trait_volume,life_history_trait_dispersion,life_history_trait_density,trait_rao_q,block_start,block_end,grid_id,centroid_lon,centroid_lat,area_km2,bio1,bio4,bio12,bio15,elev_mean,elev_sd,texture_shannon,texture_entropy,texture_contrast,npp_mean,landcover_trees,landcover_cropland,landcover_built,corrected_richness_ms,phylo_pd,phylo_sr,phylo_mpd_weighted,phylo_mntd_weighted,phylo_species_matched
3,1,2000-2004,27.434630384697904,29,3.6736576377411128,35.86718569034501,39.395737995159585,2.265438272909532,5.084467399386729,19.804571047708308,1.4062128470088164,38.28954903786375,16.882580160718536,0.6837057508496622,2.1661264673883993,7.736911425197921,0.8025402430886103,10.34679781604799,0.725207646498408,3.7435482248451653,2.093720548210806,2.642003328859938,13.103291367199045,0.14452977386867777,2000,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.434630384697904,1250.1788079999994,29,131.73128236664283,48.11683317211353,29
3,2,2005-2009,28.497261007724,30,3.6967746384427604,36.94574536950678,40.3170573392702,2.264728853458639,5.088095877170297,19.76513143643556,1.4043075231373974,38.18524426770368,16.871831773627665,0.6832620195968384,2.1509229317535277,7.696837050492052,0.7909082894822086,10.284124484016534,0.7326983643272319,3.7231255232780653,2.042706983652131,2.626240407778113,13.950733627382078,0.14434796761200575,2005,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.497261007724,1270.7995289999994,30,131.61665773984922,48.03363900346547,30
3,3,2010-2014,30.109215590421925,31,3.729676809827273,38.46124433943454,41.665640062358925,2.2396165084236817,5.1151901681924,19.523343557607195,1.3940815839232295,37.85391763748456,16.846457588212743,0.6923604945583098,2.1161686351974245,7.655824277910421,0.7759127516923002,10.332779132840944,0.7467212718723295,3.7199610940119547,2.020465431457735,2.622952228323368,14.902118651294412,0.14433491497598785,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.109215590421925,1280.4182839999994,31,130.56451372896933,47.25781086368547,31
3,4,2015-2019,31.300425847480593,32,3.737225706466093,38.989459639090875,41.981359841273914,2.2511938631266353,5.131433628147603,19.584006748362942,1.3946698120459002,37.82570859441052,16.84371142835611,0.6875029520122986,2.1247491841793016,7.58576244652135,0.7686508936898487,10.241423344979754,0.7545723280957497,3.693776858246384,1.9667254274334067,2.604061354434205,15.914995256011874,0.14412808262297852,2015,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.300425847480593,1291.6038369999994,32,130.6584772710932,46.52127598804407,32
3,5,2020-2024,33.79255221208174,33,3.7687400544223872,40.68831336340914,43.325442732669686,2.2303422179907,5.144479463488914,19.260669147762346,1.3942710246403087,37.52507699646165,16.8107148830841,0.6997939793271227,2.103564510242813,7.494280886255911,0.7550692301549374,10.274771494194253,0.7664718807740591,3.6823253301581826,1.9486251404625932,2.6216802544181954,17.341740856355557,0.14434341620416896,2020,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.79255221208174,1305.8349739999994,33,129.5439644470234,45.191433847828364,33
4,1,2000-2004,30.11353877424115,33,3.726523312341543,38.243462138856444,41.534454526524705,2.25845698003067,5.133394429510192,19.58044580613708,1.3880877674222303,37.83718222819099,16.82637191541164,0.682127167900243,2.1505250020689943,7.6292078421881335,0.7757270618987093,10.402296187378573,0.7537244176496815,3.732267946514056,2.0139449243163203,2.609232792358087,14.952513552208424,0.14493501059723743,2000,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.11353877424115,1305.8349739999994,33,130.94422345803142,46.52280396857132,33
4,2,2005-2009,31.13818843445565,33,3.746266711566266,39.20756980794056,42.362634485608005,2.25472117313938,5.136232006322248,19.526963088478226,1.3862306278218877,37.73112493099308,16.820395441141336,0.6825167011864005,2.1353306340320852,7.5915447002018235,0.7653820579450534,10.352835202786979,0.7586205924089543,3.7143716480935494,1.9684414663466265,2.5956148116790927,15.81870173272019,0.1447368046429668,2005,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.13818843445565,1305.8349739999994,33,130.70912758508703,46.324448798459144,33
4,3,2010-2014,32.72414774975434,33,3.776099355657667,40.60550312929787,43.64546383840832,2.228103084288238,5.155976608341288,19.289883676872265,1.3766586405815715,37.40476959920453,16.800080133786544,0.6923607406397642,2.102893536400062,7.546520090807957,0.7512025240118493,10.433778886914862,0.7706074826577141,3.716227210238701,1.951783373027891,2.5952418322979485,16.766280624159567,0.1446887905518761,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.72414774975434,1305.8349739999994,33,129.71823108618833,45.68858658122056,33
4,4,2015-2019,33.80170554102057,35,3.780714180358504,40.9885778273754,43.8473454688941,2.236363418579494,5.161126933747466,19.339266337297147,1.3767642955420483,37.37038430707762,16.801203484295506,0.6888376620380684,2.106157837886388,7.491883722509281,0.7451829924977039,10.36128503016158,0.7761659049425242,3.694918858339258,1.9108123701924087,2.580393459977821,17.68970416368872,0.1443938181340501,2015,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.80170554102057,1337.2632429999999,35,129.8186524441577,45.18543003759309,35
4,5,2020-2024,36.05280878768096,37,3.807297359642477,42.47330216989109,45.02857821501103,2.2153053759485264,5.163261422089025,19.0342677558628,1.3803339109485389,37.06743870881219,16.77468643135602,0.7016694233176958,2.0793588880028397,7.397085020748644,0.7350469699895219,10.400634426585901,0.7863177955649732,3.6833520873682626,1.8991510835758767,2.6008364334273804,18.98364437641148,0.14461802383279726,2020,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.05280878768096,1355.6601859999998,37,128.60410739032392,44.09368475466057,37
5,1,2000-2004,26.753426356248983,30,3.666807199788248,35.3232040847585,39.126782220645886,2.2752793059906584,5.0625031601638355,19.860437644877983,1.4124757380908957,38.4312239813063,16.909305461076848,0.6746405554584968,2.18308956806689,7.64395334268009,0.8085275697583153,10.386651243524957,0.7238069041990772,3.7367781972813043,2.0808036726239565,2.6290799263453923,12.857256409256575,0.1443603763084292,2000,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.753426356248983,1261.3643609999995,30,131.9101544241742,48.064321569412996,30
5,2,2005-2009,27.86113384648247,30,3.690788355123507,36.404645579824006,40.07642896483859,2.2777004064148056,5.063812758886778,19.86009066219109,1.4105780143113533,38.349183881184075,16.89806322184579,0.6741732858793265,2.168862389539017,7.613120828338812,0.7972081360824981,10.319603776579614,0.7324513612977872,3.7175699629528425,2.0377119375826176,2.613842072069171,13.672753902366958,0.14417580267632538,2005,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.861133846482467,1261.3643609999995,30,131.99809575801004,48.18353577141679,30
5,3,2010-2014,29.53224790891683,32,3.728729965127722,38.07603069621677,41.62620784295243,2.2547977697110917,5.089220148516288,19.6448301284846,1.400104626187436,38.01837436901403,16.87036126133301,0.6826898201224044,2.134702968580596,7.591707657044751,0.7820012475736043,10.362880390926689,0.7483125180643319,3.7170491003853963,2.01949196103909,2.609631158390233,14.623602608312236,0.1442094506236547,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.53224790891683,1291.6038369999994,32,131.0348445829737,47.440782383079565,32
5,4,2015-2019,30.834674880243497,32,3.7372044763942167,38.69796827109472,41.980468583447774,2.265747884209008,5.107712161606154,19.698912075628666,1.4008247327205914,37.971436742352594,16.864235348995468,0.6782655706562809,2.141138628717954,7.531468025919051,0.7739902839103573,10.270465543512266,0.7569327958429817,3.6920434747598154,1.96477238492421,2.591194613486735,15.693764385553967,0.143998436255959,2015,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.834674880243497,1291.6038369999994,32,131.0703080805558,46.641545656635785,32
5,5,2020-2024,33.43890180412228,32,3.771798490643199,40.52307496153169,43.45815367653627,2.2481296681336653,5.113611472239632,19.432904733058148,1.3990274378686274,37.70265523972561,16.826940668888447,0.6897329023495216,2.122864384095163,7.486302005651968,0.7605643580110755,10.2766824366108,0.76944292817832,3.6842648358161414,1.9463544308226293,2.606936204543218,17.180273682213823,0.1442991038010776,2020,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.43890180412228,1291.6038369999994,32,130.09805715618583,45.34665530503612,32
6,1,2000-2004,26.508668781586067,29,3.6635184941230925,35.15452209907202,38.99831710805474,2.2728574117195337,5.060832940135021,19.827881818004595,1.4109811515854367,38.425876579615725,16.910968732469875,0.6743732979325172,2.1831033626855914,7.636778816827511,0.8098447292138135,10.400027046196739,0.720501884218503,3.7374381895124458,2.0867111838624393,2.6293117599376514,12.703563860006406,0.14437961195642027,2000,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.508668781586067,1261.1304219999995,29,131.81909360729009,48.08216107973161,29
6,2,2005-2009,27.62124162349209,30,3.687777092554827,36.24696860509898,39.95592983272762,2.2757119696317654,5.061374115950472,19.833692116283352,1.4094885614474428,38.3471342017715,16.89943339435842,0.6740004939039763,2.168663288574782,7.607699187352727,0.7984812701362496,10.331736385946177,0.7295813352080468,3.71836032685366,2.0443815770833798,2.6144547367384328,13.510805386388768,0.14420476978734995,2005,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.62124162349209,1261.3643609999995,30,131.9252482550961,48.23439063334944,30
6,3,2010-2014,29.293429639859255,31,3.725949272630338,37.92093905814495,41.51061894218373,2.2528791590334944,5.086945475154885,19.621426810986847,1.3991738369107232,38.01877025143148,16.87177084250768,0.682551075262027,2.1339621608323673,7.588262061953735,0.7831776568590548,10.3741549241941,0.7456262175660778,3.7179556827778937,2.0263353094600722,2.6102985078909504,14.45635848277482,0.1442314963059692,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.293429639859255,1276.0595699999994,31,130.9616171949372,47.507338592470205,31
6,4,2015-2019,30.613523538919672,32,3.734983847758966,38.574557372160186,41.88734898308154,2.2643248617026255,5.105715882800176,19.68175639572192,1.4002463796265923,37.97609090719213,16.865546230223167,0.6781806719105753,2.140759381855424,7.529923338105351,0.7750467974742654,10.279208753579226,0.7546688923058118,3.692964639205109,1.9709324762786142,2.592059447517331,15.53250753507402,0.1440269988757841,2015,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.613523538919672,1291.6038369999994,32,131.0049493987133,46.69434170067913,32
6,5,2020-2024,33.25014787420035,32,3.7699030271250007,40.42049626446442,43.37585835020763,2.2476141041826003,5.111715602253798,19.42493033572846,1.3991294424465697,37.71180966184208,16.827475960599724,0.6895825371836428,2.123063287624621,7.485349974299018,0.7615570829771782,10.280615330750678,0.7679355202611066,3.6846839555160407,1.9519728722160277,2.6080718815760746,17.034123961186133,0.14433009504789704,2020,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.25014787420035,1291.6038369999994,32,130.05496606633793,45.391292054630895,32
7,1,2000-2004,26.640238838139226,28,3.6745290028179305,35.60506623666476,39.43008102590986,2.25873326036609,5.0633111007141025,19.69838749864971,1.4024889904482178,38.28807910066162,16.897944549116133,0.6803799483086578,2.1661600292286796,7.663055659701245,0.8054331376766929,10.402997800760621,0.71888593582171,3.7394854185829347,2.0934781810836833,2.635536578641474,12.725348216597595,0.1444111537324221,2000,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.640238838139226,1249.9448689999995,28,131.38100055706875,47.95286539590312,28
7,2,2005-2009,27.771157154166143,29,3.6990078571520537,36.73929738997187,40.407194756845975,2.261069551687047,5.064895689864734,19.69848316448879,1.401559021911713,38.20192052341406,16.885846983286775,0.6800262293504111,2.1510032122662954,7.632002921357106,0.7937858294980434,10.333792952977724,0.7277841614883291,3.7197325511563184,2.047031949513696,2.6204147125762147,13.566547977311057,0.1442710919134132,2005,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.771157154166143,1250.1788079999994,29,131.4370812671941,48.070394568168645,29
7,3,2010-2014,29.473116930960508,30,3.7351156288606164,38.379675785808786,41.892869307805,2.23695635326992,5.09126197889623,19.477645665802285,1.3915255554690356,37.86531029769977,16.858437016198703,0.6889027915895096,2.11484801573032,7.606200270017494,0.77837744070355,10.379537952588024,0.7435310816435566,3.718566258712076,2.026232984672327,2.616545930349681,14.545768997895749,0.1442680891264837,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.473116930960508,1264.8740169999994,30,130.40481287675192,47.34900076838123,30
7,4,2015-2019,30.780072727489987,32,3.7437955374120575,39.00289629232125,42.25807827966768,2.249994025228699,5.110151175095897,19.55448860409895,1.3932622686214318,37.84303310099316,16.85400719928371,0.6842720874997205,2.124134031954136,7.546018775795069,0.77074435011101206,10.280957240220694,0.7523950899729555,3.6930869292589312,1.9707295084652448,2.5982381801090915,15.618618686772871,0.14407901059041234,2015,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.780072727489987,1291.6038369999994,32,130.517372153563,46.561537031615835,32
7,5,2020-2024,33.46341220871523,34,3.7772143050686955,40.830717700040815,43.69415346079802,2.232879604766557,5.120803543123158,19.286716133309124,1.3938003113560729,37.56490032221999,16.816420002276875,0.6961046432628418,2.106344522559383,7.482573546417056,0.7575368326836652,10.294425018878705,0.766063218833797,3.683841297105908,1.9520021160707377,2.6158321117911365,17.14312291631889,0.14437750631061938,2020,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.46341220871523,1310.2780429999993,34,129.52223582469244,45.23803514789056,34
8,1,2000-2004,27.1452234132292,29,3.6810625802311066,35.971557968552034,39.68854393698924,2.261027249519988,5.090618554870754,19.713764949786725,1.399184073332196,38.174717651578895,16.878219772465176,0.682830498960034,2.1674911816878826,7.720747660263649,0.8010602803598522,10.402534738479977,0.7213152684636676,3.749329938035844,2.0927932356550563,2.638626179243937,12.97080999248002,0.1446910509475282,2000,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1452234132292,1250.1788079999994,29,131.52689264819313,47.91651537754385,29
8,2,2005-2009,28.222515589646907,30,3.705284833216937,37.10556634566286,40.66162744974964,2.260199878380369,5.094083553565803,19.678146488798717,1.398039168074018,38.07975013459084,16.867582488686324,0.6828811160564902,2.1519540479092236,7.681977866609037,0.7891960911888417,10.343576579698404,0.7295362550514702,3.729853659418911,2.045793244744353,2.62389112785527,13.795389960422739,0.1445250399223438,2005,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.222515589646907,1270.7995289999994,30,131.4093491806156,47.86718228744364,30
8,3,2010-2014,29.887879952401235,30,3.7400416448296063,38.71828089747059,42.0997433651297,2.2342605360950616,5.121518363391541,19.429777912381844,1.3885988558096374,37.75395142661335,16.841986224411993,0.6920909679003998,2.115155975995236,7.63805857310416,0.7735472635559572,10.394398432456828,0.744696009763066,3.7263245371292744,2.024456220648006,2.6206546009487193,14.763411353412453,0.14447831191749305,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.88787995240123,1264.8740169999994,30,130.30772094412438,47.10094442208673,30
8,4,2015-2019,31.139921460035225,32,3.748126917752525,39.29360761763924,42.44151106094591,2.245883347920397,5.137638523427735,19.498605826918123,1.3895493466776054,37.73718519902959,16.83894421661882,0.6876025026460969,2.123500303648027,7.574142156556916,0.7659881220459701,10.301743704332864,0.7531749304375448,3.7010252866112365,1.97147649140029,2.6023874520380383,15.795228396518857,0.1442816499374478,2015,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.139921460035225,1291.6038369999994,32,130.3897884994,46.34946724154269,32
8,5,2020-2024,33.711679816347335,35,3.7789670405017777,41.002037077299185,43.770804907016895,2.2264302222007806,5.149444008870253,19.183568996713802,1.3920592640003124,37.4412202139137,16.804489108955007,0.7000459208511173,2.101376225535911,7.473021384429084,0.7527146610930256,10.326067632092775,0.7668443394684609,3.6866783605783957,1.9540015345385635,2.621586494052909,17.252637329329595,0.14450481207705712,2020,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.711679816347335,1320.6434409999995,35,129.25674172955567,45.02928557403664,35
9,1,2000-2004,27.387687088097955,29,3.685554439297208,36.19729508457619,39.867220276935456,2.2622889543182487,5.087259317321803,19.706705928172315,1.399377950604584,38.18882103075602,16.879328283113466,0.6818133750729665,2.16505781811481,7.700853942763726,0.7982898673497235,10.388582539236458,0.7249947120910916,3.743265375771463,2.0803284938940285,2.633906876730668,13.165078096311975,0.14452985685053601,2000,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.387687088097955,1250.1788079999994,29,131.56023535792545,47.82913251530251,29
9,2,2005-2009,28.474816908376607,30,3.7091322569997263,37.30848982406047,40.818371298901,2.261702551924674,5.090759843660526,19.67460028176709,1.3981315609890907,38.0925288430078,16.8689344846229,0.6816707727334708,2.149589537060735,7.662944376368835,0.7865958211092616,10.32666991033307,0.7330046830439665,3.72341251677489,2.0323077917704864,2.618782670501657,14.011075007280363,0.1443566089360701,2005,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.474816908376607,1270.7995289999994,30,131.4499844447465,47.77675623314954,30
9,3,2010-2014,30.14297557245593,31,3.743345105107893,38.893154326570745,42.23904816231017,2.2360395192561544,5.1178320696511035,19.43162889271368,1.38856615248194,37.76316628838404,16.843226524515742,0.6909295096030321,2.113401909535969,7.621762700660617,0.7711993967702788,10.377553515484596,0.7479637873920794,3.720468469907762,2.0110691250246253,2.6155806053413455,14.988532814398825,0.14433296451812783,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.142975572455935,1280.4182839999994,31,130.36201275366176,47.016824912508575,31
9,4,2015-2019,31.392021934449044,32,3.7508260496355783,39.44116207767602,42.55622103564898,2.247395339775149,5.133808346811715,19.49822578258657,1.3893905234904076,37.74071265134228,16.840254519728738,0.6864488609096882,2.12137490978286,7.559015192947316,0.7638423320831976,10.286244175560253,0.7561030037335328,3.6955047458361414,1.9585807767064651,2.597446830096766,16.02794345160358,0.14412568251091104,2015,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.392021934449044,1291.6038369999994,32,130.4474058124813,46.28082046223952,32
9,5,2020-2024,33.95074142282434,35,3.7816877158303033,41.14108003602517,43.890053200424994,2.2279746153114264,5.145317456801939,19.192319363978154,1.3917026151608913,37.44751249093137,16.80606069787545,0.6989975728035616,2.099881721200171,7.465158598312404,0.7512664508135428,10.313088064582375,0.7694143171284933,3.682967787473425,1.9428592248863767,2.6167788632525757,17.47462759418911,0.1443958691361771,2020,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.95074142282434,1320.6434409999995,35,129.32455818851128,44.976757226687774,35
10,1,2000-2004,27.211327771660436,29,3.6839907717697598,36.13173703253238,39.80492991258074,2.258452372958486,5.093342971950151,19.663373170876717,1.3960692521457043,38.13294466270344,16.874141382545407,0.6836185103753305,2.1625910549448175,7.724574234261903,0.7977970709626033,10.397325576946786,0.721266332380608,3.7478621299786745,2.0894020261018293,2.63755695885934,13.023500231991381,0.14459812635327873,2000,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.211327771660436,1250.1788079999994,29,131.4674519640901,47.88307336478769,29
