grid_cell,block_id,prev_block_id,temporal_beta_bray,temporal_beta_jaccard_prob,delta_corrected_richness,temporal_shift_cwm,temporal_shift_trait_volume,block_start,block_end,block_label,grid_id,centroid_lon,centroid_lat,area_km2,bio1,bio4,bio12,bio15,elev_mean,elev_sd,texture_shannon,texture_entropy,texture_contrast,npp_mean,landcover_trees,landcover_cropland,landcover_built
5,2,1,0.03327219590216372,0.06440160885799007,1.1077074902334871,0.003361328399216821,0.0430917350413389,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3,2,0.03488680310072995,0.06742148609142928,1.6711140624343592,0.2182128672790991,0.018219976543527583,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,3,0.026594680163960955,0.05181145135042675,1.3024269713266676,0.05819995804075727,0.054719576114879986,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,4,0.04487300256154801,0.08589178292776267,2.604226923878784,0.2666614707336653,0.018417954101580758,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,1,0.03375255134113206,0.06530102643489155,1.1125728419060223,0.00666549049550541,0.0423296067790595,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,2,0.03533029076227842,0.0682493134365183,1.6721880163671656,0.21526306005969642,0.01804626762330752,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,3,0.027091728302409114,0.052754252723243744,1.3200938990604172,0.06421947878131812,0.055402833181458,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,4,0.04573523687141419,0.08747001202377547,2.636624335280679,0.25744148595524075,0.018959604062586566,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2,1,0.0341038123882844,0.06595819874122844,1.1309183160269178,0.0029737473571800435,0.04644623156998717,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,2,0.03619935931974428,0.06986948794005987,1.7019597767943644,0.22393413944765933,0.020798964841369116,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,3,0.02752008722550289,0.053566032562560206,1.3069557965294791,0.08021618266791887,0.05550347620708229,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,4,0.047273051078137236,0.09027836824306923,2.6833394812252465,0.2685307467222619,0.018727392394507048,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2,1,0.03256476224714268,0.06307548627995552,1.077292176417707,0.03581447096026731,0.04699999091070328,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3,2,0.03595539601434619,0.06941495001170539,1.6653643627543282,0.25139925917822753,0.02133702409634708,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4,3,0.026665292630917516,0.051945444776038685,1.2520415076339901,0.07164589706761305,0.05297972924771588,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,4,0.04716581705282704,0.09008280500517407,2.5717583563121096,0.315867531818244,0.01747495686172651,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2,1,0.03231804134487234,0.06261256715569852,1.0871298202786512,0.03232527757941404,0.04802070212354215,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,3,2,0.035492376744048065,0.0685516910431514,1.668158664079325,0.2460042471265157,0.021238666745861057,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,3,0.026221844172968974,0.051103656235462425,1.2490463619931127,0.06942637409424317,0.05248834831816018,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,5,4,0.04626280414465283,0.08843438562737405,2.5587194883752993,0.30674697531545914,0.015721551820088386,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2,1,0.03239226180011673,0.06275184927023036,1.0640578463051504,0.041302468474495924,0.04782933294214775,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,3,2,0.03615529985455645,0.06978741480091188,1.6527420183566655,0.25664520523789536,0.0213359992830493,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,4,3,0.026550275453523557,0.0517271800288468,1.2400962194176977,0.07545043087442774,0.05237458707163278,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5,4,0.0477040240796929,0.09106393214743314,2.5622687696050512,0.31754478528919805,0.015564289688140498,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2,1,0.034911324973875904,0.06746727788442597,1.1611816749209716,0.008462006312158264,0.04412754293885346,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,3,2,0.03670037291556174,0.07080227590224064,1.7434787141718182,0.22075944441025355,0.018951481260428338,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,4,3,0.028020363580654333,0.05451324618329123,1.3447518348736018,0.0775826108933867,0.05520350404401353,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,5,4,0.04735399065078425,0.09042595163333511,2.7306807676312346,0.2593812004168006,0.018221017766627323,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,1,0.035275589672903056,0.06814724509064951,1.1646271981581116,0.012422442962406861,0.0446404376141869,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,3,2,0.037030940910043456,0.07141723443188086,1.7429123164973532,0.21877712955033715,0.019410697103022123,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,4,3,0.028379573800068024,0.05519279947422506,1.3482930598941252,0.0847416140761837,0.055920794225064796,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,5,4,0.048162431127948886,0.09189879296879666,2.7593085325706745,0.25408956282090306,0.018411049298044935,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2,1,0.034825662244709954,0.06730730308555988,1.1592646410890524,0.007151071005155026,0.04528555777316967,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,3,2,0.03676022041149692,0.07091363979398557,1.7416528580230164,0.22208710923346392,0.019899252354877994,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,4,3,0.02799674978774256,0.05446855701347908,1.3362491597081032,0.08142099574257572,0.05519819841359275,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,5,4,0.047585329063293956,0.0908476431334575,2.731034007799238,0.2606888903501987,0.018224832727556484,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2,1,0.032862310533447514,0.06363347795404584,1.1136739247144725,0.025050221738647297,0.0466129884473796,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,3,2,0.03605607031704057,0.06960254632938434,1.7170836008429333,0.2432517160406417,0.021207118635836242,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,4,3,0.026593335879656364,0.051808900272802605,1.2756211014150765,0.07236629148679619,0.05147642010111175,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,5,4,0.0463137196235984,0.08852740579614948,2.599973629878903,0.2950381811343973,0.01634061886316429,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2,1,0.03245223535437405,0.06286438102046554,1.0964131596078275,0.041106132979321225,0.0470035953478849,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,3,2,0.035879127318889585,0.06927280678345804,1.6973910152978249,0.25532847451356744,0.020984204118406513,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,4,3,0.026368400695046264,0.051381941761242556,1.2540820628236062,0.06589763620389327,0.051202693832995694,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,5,4,0.046271096357505904,0.08844953572471659,2.5579218232115686,0.32002807799685756,0.0161994289308085,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2,1,0.03292105994934574,0.06374361260667916,1.1303639811537813,0.018098554554940863,0.04700935142755647,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,3,2,0.035979595608117705,0.06946004682070506,1.736274718614041,0.23717739746160718,0.021003873456885813,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,4,3,0.026412474498983415,0.05146561476052969,1.281400227671817,0.0741113760108589,0.050572011738337475,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,5,4,0.04584353609745813,0.08766805839527858,2.6128186022458273,0.28043804802984396,0.014706902730260873,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2,1,0.03666745279992334,0.07074101285014522,1.0634472549297413,0.01109901257783132,0.026210621497732678,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,3,2,0.037039268715544534,0.07143272165849723,1.5744352305074045,0.21410137697530032,0.00806814350968077,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,4,3,0.030135051714218004,0.058506992193054774,1.373448550732224,0.06650892103192821,0.050413471496591145,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,5,4,0.05334684134594002,0.10129017195850676,2.7831174954773914,0.2742167378499656,0.0044632390403509525,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2,1,0.03349075374275195,0.06481094024589229,1.0167232697110187,0.05013292483803137,0.025964640602412103,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,3,2,0.03285747179215498,0.06362440644427492,1.5435424528361104,0.2364063327449948,0.0074319312250281655,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,4,3,0.026043676831521655,0.05076524015419337,1.2235013198901896,0.026854998872027486,0.044047537474856346,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,5,4,0.045459426654199844,0.08696545364688935,2.5206662219361498,0.3431549542238968,0.0029084535486394447,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2,1,0.03418085584508384,0.06610227921334533,0.9974925494284896,0.06369791697541459,0.027753464411502282,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,3,2,0.033924018518190886,0.06562187919149065,1.4730934363288668,0.2588312089498059,0.007943201910614484,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,4,3,0.027603467680462405,0.05372396755875053,1.2451756412627724,0.03115928375902645,0.04795829243191596,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,5,4,0.04911163819765523,0.0936251899407533,2.528497841744656,0.3816578204128914,0.004124856550911105,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2,1,0.036271720441124006,0.07000426572614282,1.0802108768361691,0.019626771878100406,0.029057379484967782,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,3,2,0.03516304596944461,0.06793721260888697,1.5556013916587368,0.22568596190356546,0.007649094891084118,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,4,3,0.02931933402443534,0.05696839271405185,1.311864516777618,0.04969793744400522,0.05318136044264876,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,5,4,0.05055394555893959,0.09624245527352304,2.714639014581106,0.3344116943925767,0.007452039474125316,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2,1,0.03973627980024698,0.07643530493690376,1.1816139905435747,0.04342224205438459,0.03511071859564474,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,3,2,0.03792138132425565,0.0730717798218451,1.6543786950864785,0.1931267623186987,0.0053112137727677755,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,4,3,0.03228885745925427,0.06255779518675808,1.4124998417505203,0.09155737123187288,0.0610065141166416,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,5,4,0.05412678220705546,0.10269501377003021,2.9863505574677696,0.25214870724750993,0.01055784651024494,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2,1,0.0383188555534137,0.07380941865490842,1.197031976351493,0.03160434640036008,0.03756630501863789,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,3,2,0.037709907074355876,0.07267909233067349,1.7123572468580868,0.2043843333650493,0.004680158171184612,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,4,3,0.03080664683186576,0.059771921196954625,1.4032687935158528,0.08199824606620752,0.059409332681164884,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,5,4,0.05137622853144631,0.09773138699018935,2.904847233709255,0.25991746481193717,0.014505533596980813,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2,1,0.03355105228127056,0.06492384136655116,1.1455870764483223,0.061515074367249,0.055284557813887414,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,3,2,0.03664773471784863,0.07070431640469099,1.722928595796951,0.275549826774492,0.02317797309252212,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,4,3,0.026952028471632986,0.05248936215987543,1.2139306345141563,0.0725838225285034,0.05115892709958869,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,5,4,0.047883527960519014,0.09139093550542621,2.609457533115311,0.3613444765870625,0.018423557467045937,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2,1,0.03392700185140796,0.06562746072141667,1.1287766538768338,0.06343523456919287,0.05474702052990743,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,3,2,0.037175094169011984,0.07168528125677154,1.7035121304961116,0.28103834174331094,0.022708085415390045,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,4,3,0.027528355169021655,0.05358169442339811,1.218148432925254,0.07756608874417133,0.05232783034656352,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,5,4,0.04921400973654522,0.093811194436686507,2.633972275389535,0.36757061849414174,0.020015402067217636,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2,1,0.03420888611344129,0.06615469383945904,1.1179459940566936,0.06960429379977742,0.0533980836063348,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,3,2,0.03725955749565779,0.07184230258743796,1.6819785744768225,0.28746046613290593,0.01997219438643283,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,4,3,0.027867103236494835,0.05422316396496818,1.2257524379989242,0.07278492596738499,0.05359530210007968,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,5,4,0.049914856327835495,0.09508362707127882,2.640075002891656,0.38057535791579983,0.019408677567733568,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2,1,0.03383464988758086,0.06545466413078738,1.1367485116234093,0.06873121910112122,0.055698336803617465,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,3,2,0.03659288803228399,0.07060223633551377,1.6961695147310607,0.2822437349608426,0.02199430074919384,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,4,3,0.02725997961928536,0.05307318528925553,1.2002647572530663,0.06992394066052156,0.05264522866231469,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,5,4,0.048618593737003994,0.09272884159671446,2.615798326727653,0.3818412125920233,0.020830526102643354,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2,1,0.0340956946904638,0.0659430164259015,1.142729836815473,0.06628487167353767,0.056503415022340686,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,3,2,0.03670940704797998,0.07081908739018716,1.6956271243292704,0.2811006904936539,0.022110056466291272,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,4,3,0.027458687062663047,0.05344971512414409,1.2011132054312945,0.07273292402594468,0.05308340466835282,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,5,4,0.04900870923560863,0.09343813603095874,2.633007546184867,0.3807262021300542,0.021470083039010435,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2,1,0.03335377998051057,0.06455442584463089,1.0241790893226081,0.07992911913046834,0.034088348230841614,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,3,2,0.034021749588672844,0.06580470788396153,1.5605539392218581,0.2743971682085182,1.1549085161055572e-4,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,4,3,0.02647878796680328,0.05159149565915744,1.2108820770388178,0.026653842128047885,0.04696623733685801,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,5,4,0.04707931575864111,0.08992502296644245,2.506304168305075,0.3953058039078167,0.007376139507261126,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2,1,0.032730928962589056,0.06338713801370965,1.038843443294013,0.07391050444397694,0.03395352303269794,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,3,2,0.0343150846401387,0.06635325182766261,1.6412535384364766,0.270701459611682,0.005033802154778666,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,4,3,0.025790366374525947,0.050283892732737256,1.229781158216909,0.022032506066140094,0.04506504828704205,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,5,4,0.04523902234284125,0.08656206164488722,2.4935928414916226,0.36679670323633,0.009151003920384815,2020,2024,2020-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2,1,0.043092838429236814,0.08262512566787261,1.1769167832845717,0.07171684505668649,0.03691824791658238,2005,2009,2005-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,3,2,0.040619548434402596,0.07806800957278615,1.6617419898037014,0.18345611467526937,0.01167293289361293,2010,2014,2010-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,4,3,0.036303705896554704,0.07006383493562218,1.4726363422990332,0.13743972623805922,0.06291102288665784,2015,2019,2015-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
