grid_cell,richness_trend,shannon_trend,phylo_pd_trend,phylo_mpd_trend,trait_volume_trend,trait_dispersion_trend,trait_rao_q_trend,mean_corrected_richness,grid_id,centroid_lon,centroid_lat,area_km2,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elev_mean,elev_sd,texture_shannon,texture_entropy,texture_contrast,npp_mean,landcover_trees,landcover_cropland,landcover_built,landcover_shrubs,landcover_grassland,landcover_water,hfi_2000,hfi_2005,hfi_2010,hfi_2015,hfi_2020,hfi_2024,hfi_mean,hfi_sd,habitat_diversity_shannon,habitat_diversity_richness,habitat_diversity_evenness,habitat_dominance,habitat_diversity_simpson,natural_landcover_fraction,human_modified_fraction,mean_temporal_beta,mean_temporal_shift_cwm
270,3.2515014933760917,0.015529401853960848,43.61084839999995,0.20037942009121312,-0.008126053296647269,-0.009562694021462304,-1.743820102294891e-4,89.28820531895572,G00270,120.8482612732761,51.70552270449054,9288.287616787107,0.8182003952781943,17.690328149234546,-17.255985372206744,250,69.23529411764706,2.0588235294117645,109.81343123492073,171.52941176470588,7,171.52941176470588,7,14.2964007433723,27.76002367805032,1418.2172205307904,25.937529620002298,-25.570146897259882,51.50767719044405,17.690328149234546,-16.420661701875574,1187.764705882353,117.31449687259708,22893.76512455516,40896.70818505338,54368.829181494664,157.87039738433776,8.294805536334227e-7,0.0018521484906251966,6.413652408582308e-4,0,0.994955262425058,2.6083764100946045e-4,7.495443434463189,7.447659439640223,7.419940017901861,7.5159131823937555,7.541379762617337,7.5289408463681875,7.491546113897425,0.048050337890758764,0.021325714161673174,1,0,0.9972384965281169,0.005511453236696662,0.9952169295466212,0.0024935137314834274,0.03550224548450717,0.09075085244923234
271,3.2565051459784127,0.015584363359407577,48.392809200000116,0.22147264611866604,-0.0076046380997314795,-0.009365842423230825,-1.61955283537203e-4,89.24694715885335,G00271,121.72172099819515,51.72191801112358,10000,1.8009161949157715,19.320234378178913,-17.484241326649983,242.375,68,2,109.62963231404622,165.91666666666666,6.583333333333333,165.91666666666666,6.583333333333333,14.044752558072409,26.333994785944622,1490.8938649495442,27.4949373404185,-25.8485000928243,53.34343687693278,19.320234378178913,-17.231184085210163,919,59.417461933413946,22320.88484848485,39575.38787878788,45383.30303030303,179.70454583650894,1.9615010004551883e-6,0.007301742226893296,8.005969764339734e-4,0,0.9825821636104735,0.004566532652533121,7.203115407040445,7.199084192967778,7.124161027449431,7.266785061960701,7.284119510956055,7.270908942692179,7.224695690511099,0.06110195777625692,0.07917052782240572,1,0,0.987268731271877,0.025224927300968814,0.987150657764007,0.008102339203327268,0.035639573392447936,0.08968679589055975
272,3.21863707438273,0.0153392587138312,43.37570829999993,0.20814488216748572,-0.008059595984389106,-0.009169758955665021,-1.6723413570021337e-4,89.9434792426162,G00272,122.62003628231469,51.72191801112358,10000,1.6335864245891571,19.234297943115234,-17.93180618286133,268.85,77.15,2,109.47328605651856,183.55,7.3,183.55,7.3,13.766549968719483,25.785323810577392,1505.8128784179687,27.25342502593994,-26.140887546539307,53.39431209564209,19.234297943115234,-17.93180618286133,934.3,71.73569910662187,22968.701342281878,41072.96644295302,56823.852348993285,198.96027275997838,1.8031189700915477e-6,0.004687280690040918,0.0010830043890988133,0,0.9772317130220727,0.006755019514791862,7.604467922598273,7.586286569190574,7.453158781788609,7.650875442808455,7.703867423474729,7.687651207258512,7.614384557853192,0.09120126899230417,0.07944621738578066,1,0,0.9873432724715712,0.02508305792636034,0.9839885356558347,0.005770285079139731,0.035129291497297155,0.08935439239978775
274,3.0085198494678704,0.014434935645879884,39.504600900000064,0.16163771539624847,-0.0097082326883697,-0.008389830649927932,-1.8786067538927183e-4,92.97774038001872,G00274,124.41666685055372,51.72191801112358,9999.99999999995,0.934585931400458,17.813687562942505,-17.739777723948162,358.5416666666667,112.20833333333333,2.7916666666666665,116.01603476206462,253.08333333333334,9.25,253.08333333333334,9.25,13.736619710922241,26.627890586853027,1443.8071695963542,25.658666690190632,-25.945354064305622,51.604020277659096,17.813687562942505,-17.739777723948162,1001.3333333333334,83.5914842067304,28218.520634920635,49215.850793650796,143898.23492063492,348.3313982104017,0.02667626703934116,0.006338730508191058,0.004337999501659054,1.3401559204283872e-7,0.9465697493404178,0.0018615984461533314,7.883687464249987,7.7135556740838975,7.74219876463439,7.818012592698135,8.140399079187448,8.151365493974987,7.908203178138141,0.19350624091949375,0.2048345737949741,2,0.29551382381661356,0.9602197738428282,0.07718141297840875,0.9751077488415043,0.010676730009850113,0.03307737581307454,0.0896966639144167
276,2.919933674149401,0.014122948784020487,42.43062709999994,0.1335871817837203,-0.009888483189727713,-0.00825196505168982,-1.9077452762844828e-4,93.03060742789121,G00276,126.17024356538282,51.702582948461824,8899.126060368322,4.491969664891561,20.24112860361735,-12.565357685089111,394.5833333333333,131.79166666666666,1.4166666666666667,125.60441589355469,294.375,5.416666666666667,294.375,5.416666666666667,13.200930635134378,27.62817144393921,1335.5709686279297,27.148500204086304,-20.630791743596394,47.77929210662842,20.24112860361735,-12.565357685089111,529.375,138.0418375458813,29792.61212121212,52309.09090909091,184415.0878787879,429.40547160078455,0.13707683959601516,0.19962236835512012,0.0033768762242895414,0,0.6520426288127479,9.713693998137511e-5,10.010417453557892,9.89549189087957,9.661140416853174,9.822885353786479,10.38011009713695,10.325991034913956,10.016006041188001,0.28511140414476616,0.8922069634078968,3,0.8121217763634829,0.6571580456610948,0.5085688776505479,0.7892166053487444,0.20299924457940965,0.03260733004617684,0.09187237561810506
277,3.065052203998082,0.014353450455189497,37.54513710000018,0.17458101392112405,-0.009599058178050998,-0.008231642303873273,-1.9325157371788236e-4,93.37577817508672,G00277,126.70987310416244,51.494570334539254,207.70376182792654,5.897110915184021,21.942829132080078,-11.471137380599975,405.65,136.1,1.15,125.27639884948731,300.9,4.95,300.9,4.95,13.06169056892395,27.01930503845215,1359.063739013672,28.562674903869627,-19.783787631988524,48.34646205902099,21.942829132080078,-11.471137380599975,241.95,58.74250232112493,27715.365079365078,49308.98095238095,156692.30476190476,315.02647105002694,0.01605411797434811,0.4425477220024705,0.015739571135843337,4.069200803692369e-6,0.49784421281382624,0.006567787518517725,11.722566198295944,11.887402601329857,11.818395987734547,12.008033292637554,13.144908321793613,12.893322839864808,12.245771540276055,0.6114100262598201,0.8702021645856765,4,0.6277181737092985,0.5086492033607096,0.5362613541173776,0.5204701875074957,0.45828729313831384,0.03316849892370633,0.08681781023942889
341,3.269487820461612,0.01737417472178297,60.76800530000015,0.2030165849921633,-0.005689442114206548,-0.012841945203335802,-2.2529228575108247e-4,76.61464653957277,G00341,120.05288481088691,51.1289574617765,6862.295236062493,6.4186140418052675,22.099960613250733,-11.642970895767212,204.3,29.35,6.45,46.88212928771973,83.25,21.65,75.35,21.95,11.390176010131835,23.744575691223144,1377.8404052734375,29.569062614440917,-18.60771236419678,48.17677478790283,20.250146055221556,-9.71701877117157,997.05,392.0094621575513,29412.82424242424,49014.736363636366,349322.9121212121,171.8842761466913,0.026516346154551392,0.16891835239419678,0.09664180926843476,0.045521284439188216,0.285831612140229,0.012408024665014209,17.890827802448023,18.30685872793289,19.54030479144245,21.183729665263836,24.12993545529482,23.748742056505915,20.80006641648132,2.6906009208996235,1.3959980015405689,6,0.7791213193040959,0.4495356817261714,0.6969941031521683,0.3702772673989828,0.2655601616626315,0.04119515884545184,0.10845588123512953
342,2.994650196613059,0.01701497826012155,42.45892480000004,0.021654576587270293,-0.007997541398016261,-0.011780395883546093,-2.3469803318989366e-4,79.92372192279196,G00342,120.82340571407563,51.1620009602833,10000,0.8814119001229604,14.527024328708649,-13.774996678034464,249.45833333333334,44.333333333333336,4.375,63.499556382497154,118.33333333333333,15.541666666666666,116.54166666666667,15.541666666666666,11.771511197090149,27.708376169204712,1159.3473256429036,21.787750005722046,-21.114052136739094,42.90180206298828,13.666527807712555,-13.277015745639801,2142.125,964.0455659671225,28137.679365079366,46250.52380952381,202912.39365079365,128.72808550743827,0.04805656457656567,0.0698291547967214,0.005894408834306146,0.001125344254031374,0.47626716516669704,0.003023801050032164,7.27486805159224,7.173676425095073,7.331959648388034,7.894623451180762,8.405173371525242,8.800606979170123,7.813484654491913,0.6726690527885489,0.7216741979501503,3,0.6568961638186879,0.7882654293833724,0.3588303754758507,0.5284728750473263,0.07572356363102754,0.03616504099892551,0.11545445534533383
343,2.869059744799387,0.01601246156954028,35.33009170000006,0.04569469192050595,-0.008115318715522572,-0.011603879069837763,-2.3909624247369613e-4,79.3561954611356,G00343,121.72172099819515,51.1620009602833,10000,3.6944968730211256,18.753908228874206,-13.507391500473023,182.15,30.8,3.65,56.04708824157715,80.45,12.7,79.75,12.85,12.90179796218872,26.878090190887452,1319.2786071777343,26.604474973678588,-21.708224773406982,48.31269989013672,17.657558226585387,-12.322739458084106,1434.95,815.9515900887877,32724.272727272728,53599.50606060606,427192.38181818184,347.8895224569328,0.045407015718219666,0.3033330008402178,0.012096913611741448,0.003374608269937021,0.3966318969173315,0.002107122514211566,9.789944646593112,9.847663169809982,9.77728529738392,10.565793989305186,11.51303011772387,12.479843859660654,10.662260180079455,1.117533790732559,0.9806812634129561,4,0.7074119977092975,0.5198657931698526,0.5678499963293617,0.4475206434196997,0.3154299144519592,0.03643075944608237,0.11963909843648242
344,3.092070900890424,0.01751382987474089,57.77392710000002,0.132665782145893,-0.005234529838031641,-0.011878197018742431,-1.9588770488653426e-4,78.68343237022292,G00344,122.62003628231469,51.1620009602833,10000.000000000095,4.225732253305614,19.29272084236145,-12.540370845794678,140.05,26.5,2.65,61.482361793518066,66.7,9.1,66.7,9.1,12.824862384796143,27.053922271728517,1298.6634246826172,26.975087547302245,-20.659687423706053,47.63477420806885,19.29272084236145,-11.718112516403199,1436.55,620.4207803876673,24163.31515151515,40612.163636363635,218710.60303030303,210.9931015542045,0.03984513297947062,0.13355781104458575,0.0032387939315412085,0.005320275393973019,0.3143287037775981,4.257241206456855e-4,7.805066758476581,7.765216498617841,7.598730734205667,8.011985153154237,8.40397151003228,8.809573964393788,8.065757436480064,0.45758970066355376,0.9325820969604832,4,0.6727157832533598,0.6328131659744637,0.5206575405492299,0.3599198362716874,0.13679660497612695,0.03852370218182511,0.11072839814452652
345,3.3901978368448265,0.019392892380892906,68.8235367,0.30236708873873447,-0.0015639779996371875,-0.011158274686287049,-1.2253573107198876e-4,78.10554467240352,G00345,123.51835156643419,51.1620009602833,9999.999999999716,5.075784310698509,20.03603454430898,-10.85466480255127,107.625,23.5,1.875,72.11816962560017,58.333333333333336,6.791666666666667,58.333333333333336,6.791666666666667,12.413483421007792,27.13103453318278,1257.0551656087239,27.295052131017048,-18.504760424296062,45.79981263478597,20.03603454430898,-9.994520783424377,1468.75,303.29226111487566,14446.28253968254,24300.285714285714,29735.08253968254,63.590103831011,2.4422478030457695e-4,8.291636737663012e-4,2.969686082451408e-4,0.0023314761576287337,0.19192196269267112,8.29738800547409e-5,3.7748208280279805,3.6772293536729133,3.6395218057874454,3.8141007374873506,3.871396430476923,3.8865479459942507,3.777269516907811,0.10114015225143835,0.11656244967660306,2,0.1681640681023046,0.9806608268890797,0.038140430662239044,0.19458063751065915,0.001126132282011442,0.04084561841190362,0.09773466860412411
347,3.406957478441932,0.017889006356046896,49.82628930000001,0.24584020144978802,-0.00397851315324055,-0.011077376520047066,-1.4656577894379478e-4,81.80732443285228,G00347,125.31498213467323,51.1620009602833,10000.000000000013,3.363009967530767,17.932642300923664,-12.505024313926697,166.625,35,1.9166666666666667,77.81623458862305,92.33333333333333,7.958333333333333,92.33333333333333,7.958333333333333,12.45322314898173,27.474432865778606,1236.1370697021484,24.92632285753886,-20.409374872843426,45.335697650909424,17.932642300923664,-11.59961462020874,1796.2916666666667,273.5008908922247,17624.935483870966,28704.06129032258,109029.61935483871,83.28012626109582,0.004439458667765681,0.041273931587382344,0.0021434472953994503,4.729938277364346e-4,0.22626149101197993,0.012029582143529175,4.840833153702615,4.926829030803852,4.757879953269501,5.149734625864493,5.2822781036389825,5.475832678305206,5.0722312575974415,0.2780374755306904,0.7105527974881148,4,0.5125554986129416,0.7894102887575787,0.35403480458871006,0.24320352565101122,0.04341737888278179,0.03944250646203754,0.09757071701192957
412,2.844849560186439,0.012937171171984178,60.439735199999994,0.14860020329202608,-0.007956297909720888,-0.006720961988265333,-1.436285582395118e-4,93.12522469803928,G00412,119.34348521922756,50.476663395402674,1904.5768879433906,2.4345602062013416,17.760995546976726,-15.001469877031115,664.2777777777778,166.33333333333334,4.611111111111111,100.11098268296983,420.3333333333333,18.833333333333332,420.3333333333333,18.833333333333332,12.288155184851753,25.54921203189426,1323.8087700737847,23.934472295973038,-24.165388955010307,48.099861992730034,17.760995546976726,-15.001469877031115,692.9444444444445,111.35236716479184,27857.511363636364,49288.30397727273,151952.13636363635,737.280888260095,0.7606530508949186,0.19318442544889067,0.014487167626542966,1.5906932482694684e-6,0.015447020430836783,0.004109793455144844,8.66229017897106,8.694783594471232,8.689349499476844,8.960540180471458,9.27575546381723,9.192626342236379,8.912557543240702,0.27295958394591036,0.6701584930816084,4,0.48341716728922857,0.7699828962666335,0.36840812964024106,0.7802114554741485,0.20767159307543365,0.0319151482501744,0.0846737405853407
413,2.8053149340782753,0.013010172012596482,61.84990919999977,0.15826948463260185,-0.008051036419219483,-0.006831329208541096,-1.3611166239591648e-4,92.38012749898554,G00413,119.92545525326737,50.594981556312646,9991.768486017923,2.937854846318563,17.974477767944336,-14.040727806091308,609.5333333333333,141.93333333333334,3.7333333333333334,98.50198160807291,379.73333333333335,16.066666666666666,379.73333333333335,16.066666666666666,12.231537437438964,26.116442743937174,1296.3848388671875,24.22681655883789,-22.611833318074545,46.83865025838216,17.974477767944336,-14.040727806091308,620.2666666666667,84.35932217659906,27865.738636363636,48944.76988636364,136566.79261363635,781.8294125921459,0.8609492759054859,0.10267104702280533,0.0067952041748451176,7.122507123958168e-7,0.019795702751031,0.0030475189931914804,7.36600729551267,7.3057613556941705,7.086018973362965,7.105416446185864,7.471715347228891,7.393863435887785,7.288130475645391,0.1584247372578417,0.4884065051316023,3,0.4445667595105061,0.8667919205659381,0.23753343994743148,0.8837932099004208,0.10946625119765045,0.03206187137899166,0.08596909868319663
414,2.804192895811034,0.01315114537209211,65.36474799999979,0.1403311397965141,-0.008728352460631257,-0.007435158056767453,-1.491802946491481e-4,90.71028146018206,G00414,120.82340571407563,50.59520423372765,10000,3.7222233745786877,18.466724501715767,-12.89282872941759,590.3888888888889,135.05555555555554,2.888888888888889,95.18914286295573,351.44444444444446,12.833333333333334,351.44444444444446,12.833333333333334,11.724837991926405,25.843289587232803,1271.0769992404514,24.56547239091661,-20.78899998135037,45.354472902086044,18.466724501715767,-12.89282872941759,479.72222222222223,156.09416673562436,28614.4263803681,49794.63190184049,185209.61656441717,784.7553413549024,0.8300863711234371,0.1234146288481275,0.013021053309786977,4.364256977116026e-6,0.01324826281681489,0.0054257832494453,9.693643060554585,9.736451000268852,9.481384767245334,9.674295135590908,9.903752038430946,9.673296060591614,9.693803677113706,0.13551389093905053,0.5483872667367619,4,0.3955777951038898,0.8425558064461011,0.2740216651767693,0.8487647814466744,0.13643568215791446,0.03260959788129702,0.09007930344681919
415,2.7781026701116414,0.012812566018984103,62.37128109999986,0.14328816298138805,-0.007901206126625414,-0.006720849118193989,-1.309641291507796e-4,91.92401955959625,G00415,121.72172099819515,50.59520423372765,10000,2.774626510483878,16.86462484087263,-13.152032784053258,661.5,147,4.071428571428571,88.84596906389508,367.7142857142857,17.214285714285715,366.57142857142856,17.214285714285715,10.44746732711792,24.221944672720774,1221.352783203125,22.84166077205113,-20.27250031062535,43.11416162763323,16.8352142061506,-13.152032784053258,642.9285714285714,164.32681521225376,26541.397014925373,46726.0447761194,110038.56417910448,808.6416556113002,0.9442766891593019,0.037973174329000395,0.0021240188683451858,9.687034314412945e-6,0.0060351713993280235,0.0033477521215160132,4.774202307616901,4.694950171597353,4.408735646476714,4.5827082998973685,4.738500709541123,4.652780858299408,4.641979665571477,0.13239150010767148,0.2367131605946697,2,0.3415049029030828,0.9501997661367154,0.09560749753167153,0.95366929971446035,0.04009719319734558,0.03163379729382227,0.08509983156542503
416,2.773568026689127,0.012745561917624597,62.58973120000002,0.15479233221064617,-0.00763466363247491,-0.006542289419548586,-1.2231220161673225e-4,91.74195986981715,G00416,122.62003628231469,50.59520423372765,10000,2.9626041650772095,17.01003424326579,-13.15057643254598,670.6666666666666,142.5,5.333333333333333,84.87849807739258,361.3333333333333,22,357,22,10.12764565149943,23.442054112752277,1227.8570353190105,22.879749933878582,-20.30683358510335,43.186583836873375,16.799770673116047,-13.15057643254598,543.1666666666666,135.91823522495673,25651.4,45598.2,74530.4,829.2209456675762,0.9563891897355584,0.03564054049537197,0.001321621626679238,3.1531532373707237e-6,0.003390991012139722,0,4.166151019834703,4.057350147155024,3.7807747067943698,3.8907555384982015,3.906917761891119,3.7940145360846675,3.9326606183763473,0.15150976391755405,0.18692426263025008,2,0.269674706718488,0.9595119251118265,0.07804497669616339,0.9597833339009355,0.03696216212205121,0.031587062402792056,0.08359825247206609
