grid_cell,richness_trend,shannon_trend,phylo_pd_trend,phylo_mpd_trend,trait_volume_trend,trait_dispersion_trend,trait_rao_q_trend,mean_corrected_richness,grid_id,centroid_lon,centroid_lat,area_km2,bio1,bio4,bio12,bio15,elev_mean,elev_sd,texture_shannon,texture_entropy,texture_contrast,npp_mean,landcover_trees,landcover_cropland,landcover_built,mean_temporal_beta,mean_temporal_shift_cwm
16,1.6539390005656787,0.02322018473002086,15.516040300000098,-0.5282916397209663,-0.033816016390130446,-0.005240731375882392,-3.941210951745911e-5,30.680066982141017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035289166538476247,0.15245634401431274
17,1.6536780844533152,0.02885133214102409,13.881460199999903,-0.29665552934594874,-0.01705307488754944,-0.004527527142290492,6.93431174934104e-5,27.306972898082574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03929715364390647,0.14148151210875637
18,1.5375910301473257,0.028311204361040336,14.852919599999925,-0.3810570735625901,-0.016759300705158717,-0.005504283948089489,-4.0742410546326505e-5,28.789383975382663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03446283225515711,0.1641373026697376
19,1.5206788015121226,0.02803458372841787,14.39841429999998,-0.42280558449235245,-0.018380191348873056,-0.004658640825023473,-8.37469456531455e-5,28.175538570197464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03620499506034809,0.18383655752428457
20,1.6192097508143606,0.0298896755236897,14.709543299999968,-0.2805884697583333,-0.02096156345728797,-0.006330089879454458,-3.114650393381175e-5,27.659727871385403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037827011498485885,0.15735559140456196
21,1.7536564706533684,0.031132286495050388,48.96494419999993,-0.11598931417642148,-0.025842303124340073,-0.00775124952908221,6.0787417390034095e-5,26.9155004280267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04101832519770309,0.14506377071311652
22,1.7550636541243319,0.02896626420467402,13.181133700000016,-0.2506993153646394,-0.029641214978828552,-0.007620438177490431,3.1470488243859264e-5,27.99754092902341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03955290949777041,0.1444760976608885
23,1.632066691006059,0.02145618401515041,22.381720200000146,-0.568749718202439,-0.03704269311381988,-0.007291158273070083,-6.160292525181772e-5,30.683901094507096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0362585858578178,0.19274830006432672
24,1.629047954879681,0.021956697103020336,20.308640599999947,-0.5654528462650529,-0.03746325924801116,-0.007333825621033735,-6.450600464117423e-5,30.25226822427101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036961115231496706,0.19740257088770422
25,1.6239235031323964,0.02281360461954662,31.45450350000002,-0.567299444366659,-0.03663160118076742,-0.007480359280186193,-6.121667459684153e-5,29.908035062804494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03731260079335735,0.20260626095396705
26,1.6194396492654497,0.02220997457280971,31.201555900000056,-0.555693456659524,-0.0376976314047048,-0.008013901759749371,-6.756919304611736e-5,30.282536380842103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03657652781903855,0.20068502682862716
27,1.6241695755282362,0.022243892028180015,32.28643660000005,-0.5413620084908616,-0.038152737952663336,-0.008186962140417172,-6.306720884800189e-5,30.16422455147308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036818124509178866,0.2002111720807976
28,1.537527456403738,0.02660334252987378,18.414869200000005,-0.5151223843813181,-0.022417416004161056,-0.005671484269068667,-7.760373385536048e-5,29.333892559060054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03523340832365695,0.1940714833437128
29,1.5677976659531419,0.02563581022534399,19.80120609999993,-0.5705858642058783,-0.02365056052316286,-0.005517073820731299,-6.527074837575446e-5,30.113699386486235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03451885058002374,0.18336029333953227
30,1.8319497949570838,0.034366764316749336,83.05047969999993,0.07028737253259891,-0.02362497729333335,-0.007421714164319946,1.5525891532965178e-4,25.490811593857096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04534968621614249,0.14907656353893123
31,1.852922387654783,0.033490113254616656,104.07902190000004,0.03998640748392764,-0.02532724484869525,-0.007179598418912667,1.5763976734141206e-4,25.70305916068695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045484034045556426,0.14727081454332688
32,1.8315651382836355,0.033869297221386076,83.05047969999993,0.046736633804193385,-0.02424248080376516,-0.007358551251117819,1.4741030390489328e-4,25.639802717509443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0450507923711573,0.1476599389409769
33,1.8086408008334336,0.03473491195572215,81.93192439999996,0.08096993597267312,-0.02307748846721761,-0.007548234531995415,1.5135616395499827e-4,25.34536294125159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04499551841902873,0.148666469101783
34,1.8307052708088138,0.033621192099266235,89.2426862,0.032098591060245166,-0.023978075813434214,-0.007370436559177448,1.3873386894702822e-4,25.793569374594664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044738445353994544,0.14723815213881064
35,1.8130082249177157,0.033741023407140525,63.50199460000007,0.03285773784077106,-0.022808845834655346,-0.007560120813408434,1.2556348268684948e-4,25.861079330791878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044157957395959097,0.1475206929472061
36,1.8500990433174034,0.03329950321375455,86.62769150000003,0.036005155008306956,-0.025627338795497435,-0.007336719981830969,1.5414149520814028e-4,25.784467413280975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04521402994026808,0.14682325084554143
37,1.8930247902784199,0.03336650208486036,99.283951,0.05202846496271347,-0.025950098354489613,-0.00679299141369425,1.8197659534866068e-4,25.686569173689886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04656059406463089,0.1474678503844852
38,1.8715558412552658,0.03412731203210221,96.7682601,0.07425912007047619,-0.024817827793457113,-0.00709152806792215,1.7931047636035716e-4,25.49441661335726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04637773210424287,0.14923820869985416
39,1.8341975488924047,0.03521145540770893,78.14331539999999,0.11213823099783429,-0.023395230798877887,-0.0075292259051968425,1.7772066001340314e-4,25.187739854928527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04598174652759371,0.15130460630295361
40,1.835385924898812,0.035123183045123456,78.1433153999999,0.11125257403051662,-0.023514570265174117,-0.007605835096372617,1.77683996054796e-4,25.232468192141237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04590512900749426,0.15119629514540098
41,1.8344254833762996,0.03464882371922732,70.61732239999996,0.0899087919630169,-0.022984437337440444,-0.007743777891828563,1.5704120271601413e-4,25.531017220541262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04530826736129853,0.15079067335558363
42,1.8856300383499678,0.03231570602737429,97.50713060000001,0.0010684289786184603,-0.02599827468420725,-0.0074418343668580305,1.3814018616318974e-4,26.3771930364504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045059136441362044,0.14841500210819547
43,1.8701699388690378,0.030703804035248677,45.107256000000014,-0.10717022926116954,-0.026152766428408473,-0.007521995362061582,8.672267775746572e-5,27.332180907347528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04313721377196143,0.14825657172227666
44,1.8119183741949438,0.02868235464379074,17.427970800000026,-0.30286559373808425,-0.026833082881347732,-0.006525685908110529,2.850823973593748e-5,28.21366927567034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04136437494103444,0.15434805766360868
45,1.8168389581113202,0.025233397479531065,14.926551400000012,-0.46165242430791137,-0.03185482979554842,-0.006029228207815924,-1.1122660767539302e-5,30.24755364970894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038553073407923424,0.14598381681325726
46,1.8160193166499081,0.02403676898404931,14.287592999999923,-0.4737980803488533,-0.032277188811070466,-0.00526632572732132,-1.6395942643365825e-5,30.85485663811602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037825334883690685,0.14196087667532017
47,1.7979441491038286,0.024692435610141,17.16366200000003,-0.49439867979444824,-0.031989325206585914,-0.005809192402443556,-1.5917649684040497e-5,30.31510893219786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03854493498819289,0.15137051851398936
48,1.807581319690937,0.024384363345507653,14.92655140000007,-0.482756347986965,-0.031218959870021976,-0.0055435128679858165,2.9417630930442467e-6,30.438268459338335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03844742804729878,0.14659188422110175
49,1.8025963507456548,0.02363701930304186,21.141195900000035,-0.5030045341681187,-0.031532991193663075,-0.004883242770880755,-1.2631841107107987e-5,30.811913587758024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038134291341500766,0.14604520628493897
50,1.9184703272242405,0.029570343205184504,73.73904679999993,-0.1968055003860878,-0.027693732887373194,-0.005642542064151326,9.53831268457392e-5,27.499524140673604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04480862089902138,0.15221799346153042
51,1.9438516394231704,0.0316439965877444,117.73261299999993,-0.0165890481293498,-0.02686321452929843,-0.006473507306757426,1.555543467794896e-4,26.522405102949307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04640168573900989,0.14799645929937058
52,1.7877985266613672,0.024665716674279987,14.92655140000007,-0.5194111725877092,-0.028143325117848658,-0.005191593906838619,7.2843763993020635e-6,29.92270760241136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03954591813818255,0.16176345657615004
53,1.8081916936426519,0.025678311345922435,15.878384199999928,-0.4420258412457973,-0.024121276760771526,-0.004644479441645328,7.298994373696113e-5,29.1401516300191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04074541972398444,0.15038175702227882
54,1.8132143150023732,0.02358644900603695,14.879763599999974,-0.5077766829481172,-0.0316670957937582,-0.005596383765886037,-1.0783499411660135e-5,30.84317211451466,G00054,120.98937091931751,53.16563738427216,1809.4088717185311,-1.623966510806765,348,13.590983595166888,25.652428218296595,596.2142857142857,51.97363025379545,25716.791666666668,45576.82638888889,89168.90972222222,277.0160108586014,0.0014823821340478863,0.034395806502868456,4.8325062066385355e-4,0.038353450888842046,0.15162587047051201
55,1.8035024382305398,0.023669607788553603,14.879763599999974,-0.5193425002289462,-0.03137829428454936,-0.00562729815262476,-1.2528267845793448e-5,30.741264820907848,G00055,121.7667216778852,53.22062862484775,4638.8653776577585,-2.7025031805038453,391.55,13.553676986694336,24.235887241363525,691.1,70.53920149369725,29134.695804195806,51501.793706293705,181443.7902097902,467.2126505178077,0.02360097958811307,0.1991356549312342,0.005322933434708624,0.038433340727459846,0.15570934403261089
56,1.7943204714540961,0.024602410337977703,14.037937600000056,-0.4915644224555715,-0.029473925434197308,-0.005886355143832965,1.8323533845674258e-5,29.915417595576837,G00056,122.6259880512578,53.26185729168209,6302.303486006403,-3.6829461753368378,447.4166666666667,14.1509637037913,22.82476043701172,826.6666666666666,63.364142010711575,26023.00699300699,47410.381118881116,123878.6958041958,662.9672996830706,0.5189446592477265,0.13443953313946813,9.387412733643082e-4,0.03950298309432231,0.16098884236311622
57,1.7681995382277027,0.024688053787949547,11.191710200000049,-0.4918518016206797,-0.029148463433744803,-0.006255310113324926,1.5848418978212145e-5,29.675065762161204,G00057,123.50381425901432,53.28723680119337,7211.3504475356285,-3.938072347640991,501.4,14.843226051330566,22.42281255722046,936.5,51.20598238076238,25104.941391941393,45278.91575091575,75632.91941391942,527.8115715422773,0.8798473698490601,0.0047449946284881485,9.649221719170162e-4,0.03958598903561891,0.17124158470200715
58,1.7299921957218194,0.02544629512945283,22.93436910000011,-0.4330386158381065,-0.029871992547087025,-0.007150719871877472,3.621404454684373e-6,28.838874374172153,G00058,124.23438403439616,53.19309041485297,2468.840962262037,-2.71704061627388,511.1,14.829668712615966,23.31403751373291,780.85,113.36446811756737,25633.20979020979,46368.15034965035,92894.98251748252,527.8405020691605,0.9091612485794147,0.003967912787273005,2.3991602444590332e-4,0.040591945954390314,0.19211746199978086
59,1.7375630671537112,0.024457575414624955,24.981125300000066,-0.4680815826240676,-0.03305982723395632,-0.007720940142572167,-1.232925498275339e-5,29.397876286227856,G00059,125.06753003390813,53.12206915667042,487.39995397842347,-1.532501722375552,514.7083333333334,14.945319533348083,24.416229168574016,563,85.15714374281691,25682.197802197803,46537.520146520146,99407.94871794872,646.3052417246661,0.8414247450313624,0.03665264359482627,3.8207192845574983e-4,0.03992211311521788,0.1918831317008003
60,1.7326554748531342,0.02281250391288505,32.53938420000004,-0.5165718010388124,-0.03599272429801016,-0.007699751557484706,-3.304697501345543e-5,29.89428860749903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03957160930109284,0.19431656597641542
61,1.7297706044258745,0.022509602856179565,22.973289700000013,-0.5422574926472478,-0.03514239861973416,-0.00738711696347915,-3.53892517846929e-5,30.26571527627652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038881641330659515,0.1914870190475283
62,1.7718618944805204,0.023278522882350605,19.664411600000022,-0.48804972942275754,-0.031058860777735262,-0.006148885858571464,5.0744357547403334e-5,29.473094592415265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04048556715917481,0.17364365685539182
63,1.7721735300865358,0.022540269412666417,29.366100000000117,-0.47705635062274593,-0.023892920627346836,-0.00391018303157525,1.1318813317659215e-4,30.122458077475894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038939098113614304,0.14308700375008238
64,1.588220172038206,0.016958200677390185,24.76767710000019,-0.5706496480904382,-0.03300458237528982,-0.005767795376691746,-1.1219607862553224e-4,33.53628624576987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03304498347449415,0.17967277722504477
65,1.835989520474625,0.03749389757437092,69.01558740000002,0.18305571534898243,-0.02107518391431847,-0.006823947144104788,2.1898542749747857e-4,24.423363896737538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04781998838272604,0.15858582449589373
66,1.7847488258497588,0.03779252015076413,64.3348178,0.19062774251735795,-0.01835260698128802,-0.007207383046827325,1.7849926151798553e-4,24.46224941712228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04637286885506038,0.15883352666769815
67,1.8265298510301895,0.037059476072573504,63.52179180000003,0.16954135863487813,-0.019860956313281327,-0.0071518968144853225,1.885856460878817e-4,24.72372204722808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046926068318511975,0.15769829126987212
68,1.7928287775616971,0.03674449331846984,50.356581400000024,0.15884305445162697,-0.01592881759397602,-0.00703296260753164,1.5661370207445375e-4,24.933223602849203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04567669060109586,0.1565764349820114
69,1.7874745239425183,0.02120000123976977,23.12776530000012,-0.5266443305518359,-0.03264151743183714,-0.006117695456786254,1.3547682744664816e-5,30.85092903002924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03906843522054014,0.17040103737413034
70,1.6880625663941438,0.01824442626061293,29.418640800000144,-0.5574215518677216,-0.03492730161797139,-0.006576448030264619,-7.934336454962691e-5,32.68394151919308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03546252573191015,0.17774048683041224
71,1.6762238502981517,0.01799664711619795,21.86906020000019,-0.561648400353914,-0.03269877314276681,-0.006045186851565461,-3.460050162993608e-5,32.58661795711728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035343342698827766,0.17407617501394027
72,1.9396294315768934,0.023802771088094338,20.306931100000156,-0.35881156505924033,-0.03356899937469083,-0.00620950630103909,6.643978842612377e-6,30.96534049341153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039688291121210764,0.14144074911644375
73,1.914015449924888,0.02783192975406656,18.563301999999993,-0.29723407931324963,-0.027387226052937492,-0.006917823139421867,3.174306191779258e-5,29.165569544708852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04163829393468392,0.14916745809429335
74,1.6734142316149625,0.03220738661289894,52.29722619999991,-0.04448003995365358,-0.0035545539331440323,-0.004961766326503768,2.4283918207645518e-5,26.988257660290376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039746101975547836,0.15395865007666423
75,1.9383344576165504,0.028485586114927117,52.9954257999999,-0.28573135749645096,-0.027571433372402896,-0.00508493704365702,6.784945970146839e-5,28.27674756808377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04425170031717441,0.15225670242463243
76,1.9330860452600924,0.028373941086698815,51.44099909999993,-0.3059537557810814,-0.02748853869442478,-0.004849736448763536,6.295254826639203e-5,28.341795669484345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04415127301958637,0.15233170108423463
77,1.9355635156030508,0.034286000048146664,92.09349319999998,0.08954493282758624,-0.0237294265132201,-0.006121500660234169,2.1616649274952424e-4,25.457863448440634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0482756567704892,0.1512291353904508
78,1.8644611341498456,0.037104607763620005,95.8743696,0.17559348059899976,-0.023875606884353338,-0.006145590475520053,2.764477364918303e-4,24.21334489708637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04895954948506097,0.15523844106647292
79,1.8709398557628762,0.036902113095844694,95.8743696,0.17135216803198344,-0.02388609906985919,-0.0061830959854292005,2.716637042186526e-4,24.311337196164253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04891868187024177,0.15492218659620352
80,1.884360634686237,0.036478934713813964,95.87436960000001,0.16086401527674488,-0.023845599947326584,-0.00622438549022716,2.6097156763942465e-4,24.514997659559672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04883991269242974,0.15420839652661852
81,1.8604606141200692,0.03722228168070792,95.8743696,0.17791344078009053,-0.023780376315865583,-0.006172031718815261,2.7656526206510014e-4,24.17731488405877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04892937386642038,0.1555541907976663
82,1.8636898547913243,0.03712547408954377,95.87436960000001,0.1759552748231356,-0.02375379315643518,-0.006217988146029326,2.724423418267553e-4,24.237418056374906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048886590272971056,0.15550052710149864
83,1.9568951579143155,0.033806762455628615,103.40809519999996,0.07249551792372852,-0.02412495300622958,-0.0061944864246175225,2.0086041727700543e-4,25.75984859878727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0482317336118509,0.15134318261610685
84,1.792699609310517,0.03724332096364855,51.36221379999994,0.17402781229897876,-0.017249374107993237,-0.007256415265099913,1.6207422628438214e-4,24.77729476523712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04595103446426222,0.1576991603146708
85,1.62475401731468,0.03831482757942891,48.12494519999994,0.21500197782659733,-0.00988341757107783,-0.006801532419110502,1.1489737303591021e-4,24.200122772847898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042734170349278844,0.15561035389804037
86,2.0058476219357075,0.03175181964457831,127.79569109999986,0.03089351830794187,-0.02635262531506631,-0.006696243608703073,1.7795848862507625e-4,26.675328168511037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047626299716804696,0.15135812013348085
87,1.9599186463959846,0.03050809105788727,47.76043229999986,-0.09205434416311874,-0.023834009638578894,-0.007344995539830971,9.728862091984357e-5,27.752390434189763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04474891151804041,0.1534149077182093
88,1.8985089211699697,0.030885789634643553,54.36273329999987,-0.09971204839512746,-0.015625031670772633,-0.00532156446471098,1.4881936641344888e-4,27.046787532146173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04510501776692182,0.15407205419584638
89,1.98905781470839,0.02633710439684534,23.003242300000075,-0.28960259048118225,-0.030319592358108605,-0.006197816269196578,5.7245676698960144e-5,29.43576928080188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04315916597509318,0.1501338881827209
