source_short,metric_x,metric_y,spearman,pearson
China_Birdwatch,total_duration,n_events,0.9423076923076923,0.6054743692627679
China_Birdwatch,total_duration,n_visits,0.94,0.6064805555702795
China_Birdwatch,total_duration,n_observers,0.9229886789858742,0.5922652445430069
China_Birdwatch,total_duration,n_birding_days,0.9416751233534788,0.8917751300748695
China_Birdwatch,total_duration,n_grids,0.9276923076923077,0.7632289947562784
China_Birdwatch,total_duration,n_species,0.9315384615384616,0.9129329997622626
China_Birdwatch,total_duration,total_duration,1,1
eBird_GBIF,n_events,n_events,0.9999999999999999,0.9999999999999999
eBird_GBIF,n_events,n_visits,0.9921739130434781,0.9986476467880875
eBird_GBIF,n_events,n_observers,0.9782608695652172,0.9456310170139044
eBird_GBIF,n_events,n_birding_days,0.9337938614545507,0.4970731543049738
eBird_GBIF,n_events,n_grids,0.9849967617064899,0.9824208053312887
eBird_GBIF,n_events,n_species,0.9765217391304347,0.7490795450856653
eBird_GBIF,n_events,total_duration,NA,NA
eBird_GBIF,n_visits,n_events,0.9921739130434781,0.9986476467880875
eBird_GBIF,n_visits,n_visits,0.9999999999999999,1
eBird_GBIF,n_visits,n_observers,0.9843478260869564,0.9390257590500415
eBird_GBIF,n_visits,n_birding_days,0.9421627687034357,0.506357111441898
eBird_GBIF,n_visits,n_grids,0.992389673383757,0.981307992483863
eBird_GBIF,n_visits,n_species,0.9808695652173911,0.754817268659775
eBird_GBIF,n_visits,total_duration,NA,NA
eBird_GBIF,n_observers,n_events,0.9782608695652172,0.9456310170139044
eBird_GBIF,n_observers,n_visits,0.9843478260869564,0.9390257590500415
eBird_GBIF,n_observers,n_observers,0.9999999999999999,1
eBird_GBIF,n_observers,n_birding_days,0.9342343302571235,0.6238322389755682
eBird_GBIF,n_observers,n_grids,0.989345533281353,0.9796752916816497
eBird_GBIF,n_observers,n_species,0.977391304347826,0.8520030566543838
eBird_GBIF,n_observers,total_duration,NA,NA
eBird_GBIF,n_birding_days,n_events,0.9337938614545507,0.4970731543049738
eBird_GBIF,n_birding_days,n_visits,0.9421627687034357,0.506357111441898
eBird_GBIF,n_birding_days,n_observers,0.9342343302571235,0.6238322389755682
eBird_GBIF,n_birding_days,n_birding_days,1,0.9999999999999999
eBird_GBIF,n_birding_days,n_grids,0.9335563617513982,0.6031643845562469
eBird_GBIF,n_birding_days,n_species,0.9241035477979468,0.8977227449741648
eBird_GBIF,n_birding_days,total_duration,NA,NA
eBird_GBIF,n_grids,n_events,0.9849967617064899,0.9824208053312887
eBird_GBIF,n_grids,n_visits,0.992389673383757,0.981307992483863
eBird_GBIF,n_grids,n_observers,0.989345533281353,0.9796752916816497
eBird_GBIF,n_grids,n_birding_days,0.9335563617513982,0.6031643845562469
eBird_GBIF,n_grids,n_grids,1,0.9999999999999998
eBird_GBIF,n_grids,n_species,0.9880409018088939,0.8438154043903383
eBird_GBIF,n_grids,total_duration,NA,NA
eBird_GBIF,n_species,n_events,0.9765217391304347,0.7490795450856653
eBird_GBIF,n_species,n_visits,0.9808695652173911,0.754817268659775
eBird_GBIF,n_species,n_observers,0.977391304347826,0.8520030566543838
eBird_GBIF,n_species,n_birding_days,0.9241035477979468,0.8977227449741648
eBird_GBIF,n_species,n_grids,0.9880409018088939,0.8438154043903383
eBird_GBIF,n_species,n_species,0.9999999999999999,0.9999999999999999
eBird_GBIF,n_species,total_duration,NA,NA
eBird_GBIF,total_duration,n_events,NA,NA
eBird_GBIF,total_duration,n_visits,NA,NA
eBird_GBIF,total_duration,n_observers,NA,NA
eBird_GBIF,total_duration,n_birding_days,NA,NA
eBird_GBIF,total_duration,n_grids,NA,NA
eBird_GBIF,total_duration,n_species,NA,NA
eBird_GBIF,total_duration,total_duration,NA,NA
Combined,n_events,n_events,0.9999999999999999,0.9999999999999999
Combined,n_events,n_visits,0.9945299145299143,0.9992274602923688
Combined,n_events,n_observers,0.9919644528633583,0.9928245182941338
Combined,n_events,n_birding_days,0.9377963448943728,0.2973708374727229
Combined,n_events,n_grids,0.9917948717948717,0.9680016490329353
Combined,n_events,n_species,0.9803385337329363,0.47282707445617034
Combined,n_events,total_duration,0.9377777777777776,0.7635735402321561
Combined,n_visits,n_events,0.9945299145299143,0.9992274602923688
Combined,n_visits,n_visits,0.9999999999999999,1
Combined,n_visits,n_observers,0.9953838408428941,0.9948109882068843
Combined,n_visits,n_birding_days,0.9436988024520196,0.2867897528734226
Combined,n_visits,n_grids,0.9958974358974357,0.9590113651602395
Combined,n_visits,n_species,0.9844417993083793,0.45493623779156606
Combined,n_visits,total_duration,0.9411965811965811,0.7447454394693894
Combined,n_observers,n_events,0.9919644528633583,0.9928245182941338
Combined,n_observers,n_visits,0.9953838408428941,0.9948109882068843
Combined,n_observers,n_observers,1,1
Combined,n_observers,n_birding_days,0.9396930068378295,0.3141199151559567
Combined,n_observers,n_grids,0.9964096572367549,0.950411355292278
Combined,n_observers,n_species,0.982045143638851,0.473995533306098
Combined,n_observers,total_duration,0.9328090408173876,0.7240138666941356
Combined,n_birding_days,n_events,0.9377963448943728,0.2973708374727229
Combined,n_birding_days,n_visits,0.9436988024520196,0.2867897528734226
Combined,n_birding_days,n_observers,0.9396930068378295,0.3141199151559567
Combined,n_birding_days,n_birding_days,1,1
Combined,n_birding_days,n_grids,0.9416155821375561,0.4280446281964444
Combined,n_birding_days,n_species,0.9212880809832823,0.9168805180944561
Combined,n_birding_days,total_duration,0.8534259221585961,0.5017895690120946
Combined,n_grids,n_events,0.9917948717948717,0.9680016490329353
Combined,n_grids,n_visits,0.9958974358974357,0.9590113651602395
Combined,n_grids,n_observers,0.9964096572367549,0.950411355292278
Combined,n_grids,n_birding_days,0.9416155821375561,0.4280446281964444
Combined,n_grids,n_grids,0.9999999999999999,0.9999999999999999
Combined,n_grids,n_species,0.9847837381063329,0.633771553915312
Combined,n_grids,total_duration,0.9329914529914528,0.8868117528488102
Combined,n_species,n_events,0.9803385337329363,0.47282707445617034
Combined,n_species,n_visits,0.9844417993083793,0.45493623779156606
Combined,n_species,n_observers,0.982045143638851,0.473995533306098
Combined,n_species,n_birding_days,0.9212880809832823,0.9168805180944561
Combined,n_species,n_grids,0.9847837381063329,0.633771553915312
Combined,n_species,n_species,1,0.9999999999999999
Combined,n_species,total_duration,0.9280218976460374,0.7360967589207131
Combined,total_duration,n_events,0.9377777777777776,0.7635735402321561
Combined,total_duration,n_visits,0.9411965811965811,0.7447454394693894
Combined,total_duration,n_observers,0.9328090408173876,0.7240138666941356
Combined,total_duration,n_birding_days,0.8534259221585961,0.5017895690120946
Combined,total_duration,n_grids,0.9329914529914528,0.8868117528488102
Combined,total_duration,n_species,0.9280218976460374,0.7360967589207131
Combined,total_duration,total_duration,0.9999999999999999,1
