grid_cell,period,metric,value_mean,value_l95,value_u95,block_label
593,P1,corrected_richness,51.44559605965194,49.15328512072403,53.75011466430479,P1
625,P1,corrected_richness,84.68783349276312,82.06415124184146,87.62028196497242,P1
626,P1,corrected_richness,85.66575135034682,83.12672421833416,88.24889470915635,P1
627,P1,corrected_richness,88.01640051547713,85.7643339881855,90.35414003062344,P1
628,P1,corrected_richness,88.29306751785737,85.58639776926488,90.56064738118084,P1
629,P1,corrected_richness,89.56836200271445,87.39427463120073,91.65058128628185,P1
630,P1,corrected_richness,89.76903312060038,86.65481339339672,92.39083330114968,P1
634,P1,corrected_richness,97.82076107339496,94.82383239776387,100.85083223955485,P1
635,P1,corrected_richness,96.14510166306218,92.9262032263572,98.82874402173668,P1
636,P1,corrected_richness,90.41710507032049,87.58372096174529,93.35759169653923,P1
637,P1,corrected_richness,93.55162835754099,90.26078306066783,97.38453736812221,P1
640,P1,corrected_richness,105.71044538493666,103.1208388685382,108.39027539118246,P1
663,P1,corrected_richness,44.637207120307586,41.35925096043043,47.71434986707635,P1
664,P1,corrected_richness,44.98850340012134,42.52150989152204,47.56515964929268,P1
665,P1,corrected_richness,45.282223852982014,42.92697271735484,48.04842815661927,P1
666,P1,corrected_richness,46.60917775391204,44.27095957666844,49.26359787193593,P1
696,P1,corrected_richness,75.46327105848256,71.88601421536447,78.60891781520891,P1
698,P1,corrected_richness,80.39516157514574,77.20248137306825,83.73435517015442,P1
699,P1,corrected_richness,81.48859969927972,78.18124036903465,84.04399735983552,P1
700,P1,corrected_richness,66.31818916119424,62.28160264632436,69.97654778823886,P1
701,P1,corrected_richness,73.81626003392866,70.62326188243867,77.30976238444477,P1
702,P1,corrected_richness,76.40745192607145,71.79602287536999,80.35263362615873,P1
704,P1,corrected_richness,97.43320540642307,94.29272179836761,100.53499011201103,P1
705,P1,corrected_richness,101.52150361492701,98.08633969078396,104.47791366727282,P1
706,P1,corrected_richness,84.79434483070189,80.80215624731451,88.8304214993372,P1
708,P1,corrected_richness,79.49891490907592,76.04813469462933,83.52982790971889,P1
710,P1,corrected_richness,84.43953062480907,81.20120552628148,88.22804251592066,P1
711,P1,corrected_richness,86.74888885648014,83.36913627840671,90.07892938410966,P1
712,P1,corrected_richness,85.09079860351035,81.9058294297373,88.94226530091325,P1
716,P1,corrected_richness,107.33679776178876,103.64839262783042,110.63914362698699,P1
717,P1,corrected_richness,99.62438649729368,96.5329842383204,102.8795940945584,P1
735,P1,corrected_richness,44.69862642483933,42.32671744992473,47.025393406816036,P1
736,P1,corrected_richness,47.416160264679675,45.637571205254226,49.426094395452125,P1
737,P1,corrected_richness,47.94328859587136,46.00390272575631,50.264539176650125,P1
738,P1,corrected_richness,52.09791508607876,50.07668348408422,53.98575187820985,P1
772,P1,corrected_richness,69.35354456416825,65.78463519813567,73.54048853539446,P1
773,P1,corrected_richness,70.0196746976597,67.11158896406917,73.30200960845598,P1
774,P1,corrected_richness,72.19793907345277,69.16090873066412,75.2970049764477,P1
775,P1,corrected_richness,69.77840725631432,66.69158749409183,73.06099969794607,P1
776,P1,corrected_richness,71.02934719222442,67.7852915247229,74.17715348565036,P1
777,P1,corrected_richness,72.22728664796449,68.6779890411667,75.66618653181536,P1
778,P1,corrected_richness,76.27974099047084,73.64480198472677,78.92740741897603,P1
783,P1,corrected_richness,96.51127804952819,94.37520788249117,98.42782635162662,P1
784,P1,corrected_richness,100.78898371360194,98.68850595448713,102.36157003328955,P1
787,P1,corrected_richness,101.213713331452,99.26759240244674,102.93742731194685,P1
788,P1,corrected_richness,108.63443646402277,106.56571180918618,110.7730486554437,P1
804,P1,corrected_richness,54.648340219793766,51.703321475786005,57.7715240130876,P1
805,P1,corrected_richness,54.63798070466258,52.35948227917053,56.93069241086947,P1
806,P1,corrected_richness,57.00479722533206,54.41679030340153,59.669021396438005,P1
807,P1,corrected_richness,48.09881716853241,44.98788353044445,51.08765094982615,P1
808,P1,corrected_richness,50.65814969947274,47.76327902612678,53.70131819150128,P1
809,P1,corrected_richness,45.5207808127378,43.762406256630264,47.45817363549466,P1
810,P1,corrected_richness,50.00235179228152,48.14496675440362,52.21120882000713,P1
811,P1,corrected_richness,48.368987565178394,46.5832798697693,50.7379347391384,P1
812,P1,corrected_richness,47.336056284480094,44.344927759518896,50.29168853492664,P1
813,P1,corrected_richness,43.526325992167706,40.691044628905246,46.27299527086784,P1
845,P1,corrected_richness,90.45594821473432,88.3772283684707,92.696112996457,P1
846,P1,corrected_richness,97.33577932452911,94.5802048199393,99.61942533062798,P1
847,P1,corrected_richness,92.1387138778926,90.35300255429577,94.15421008643848,P1
848,P1,corrected_richness,84.94006583955351,82.38726077607592,87.83284921800197,P1
849,P1,corrected_richness,88.91870815566045,86.47123707344572,91.5801605271488,P1
850,P1,corrected_richness,98.34565458794316,95.84776654875043,100.462760852462,P1
851,P1,corrected_richness,91.70132169938891,89.28067140319311,94.0151697404758,P1
855,P1,corrected_richness,92.00067137956167,88.79249303984024,94.54204987535664,P1
856,P1,corrected_richness,92.54158024537921,89.4788153962102,95.08557087228037,P1
857,P1,corrected_richness,98.70634986011356,95.77658675962924,101.55019175134316,P1
858,P1,corrected_richness,108.53545012440378,106.05901505655949,111.23767820059142,P1
859,P1,corrected_richness,98.48962355144174,95.06881658559027,101.50696984572144,P1
860,P1,corrected_richness,98.36489672908712,95.51312186452846,101.10405873544208,P1
876,P1,corrected_richness,43.23415715791262,40.62102242373548,46.11369182818645,P1
877,P1,corrected_richness,40.73015657254085,38.84149706054908,42.788978445557575,P1
878,P1,corrected_richness,42.575328443557666,40.721731443275665,44.49149775001197,P1
879,P1,corrected_richness,41.46690124668727,39.301680904714054,43.572567492045046,P1
881,P1,corrected_richness,44.845586815482164,43.09779066053079,46.507376554776144,P1
882,P1,corrected_richness,45.821444592013194,44.13564550709047,47.66812322469125,P1
883,P1,corrected_richness,45.36716690050462,42.92359329388542,47.953190951901036,P1
884,P1,corrected_richness,47.13866215565373,44.96446148300163,49.06428848768788,P1
885,P1,corrected_richness,43.11131521972851,40.59397039108778,45.51795138407721,P1
916,P1,corrected_richness,78.68876395581727,74.82269266602104,81.39738013631354,P1
917,P1,corrected_richness,77.02464883960043,72.71637777475878,80.15526265712846,P1
918,P1,corrected_richness,66.03109015245741,62.16648332192983,69.33161157779068,P1
920,P1,corrected_richness,72.90095348865816,70.42660404198404,75.19750567889038,P1
921,P1,corrected_richness,76.61135728688794,73.04538062028509,79.39628534580953,P1
922,P1,corrected_richness,82.0369165963095,78.32785569980732,85.85959214604613,P1
923,P1,corrected_richness,87.30596467579332,84.36423475574091,90.21490316360374,P1
927,P1,corrected_richness,76.76270873665887,74.10414551567159,79.16113566036695,P1
929,P1,corrected_richness,75.1664990025866,72.18055097683128,77.96022293323331,P1
931,P1,corrected_richness,80.33123610957502,77.84581650195831,82.45376142339946,P1
947,P1,corrected_richness,47.85777482267767,46.32327383198252,49.87598473077656,P1
948,P1,corrected_richness,45.20932303422075,43.67079774027551,46.846924204839496,P1
949,P1,corrected_richness,43.41858013761001,41.6366492430737,45.22891917446571,P1
950,P1,corrected_richness,44.632270028457455,43.00504471753072,46.20011576397989,P1
951,P1,corrected_richness,47.057846330943626,45.25201842648832,48.7093401009641,P1
952,P1,corrected_richness,46.04758843333501,44.4702561146762,47.6945256987024,P1
953,P1,corrected_richness,44.47271995952209,42.61715684850897,46.132063188913975,P1
955,P1,corrected_richness,53.49844975899347,51.88944633733554,55.14728305997988,P1
956,P1,corrected_richness,52.91898989425466,51.390005268974775,54.4603913069916,P1
985,P1,corrected_richness,63.81910988168163,60.74995115183926,66.89893207788306,P1
986,P1,corrected_richness,64.98524234415035,61.95286176932118,68.02598326650174,P1
987,P1,corrected_richness,68.09211677102795,64.91543915073773,71.11936445484484,P1
988,P1,corrected_richness,75.8453265626633,72.91486290142021,78.30007673458306,P1
989,P1,corrected_richness,75.19767043507952,72.74601860671049,77.40040433121496,P1
991,P1,corrected_richness,80.25778400939056,77.88880505493576,82.32997032193029,P1
992,P1,corrected_richness,83.10865557406865,80.95826752403607,85.14806479214195,P1
993,P1,corrected_richness,83.07862615799932,80.62369120960358,85.12834164319294,P1
994,P1,corrected_richness,86.58710377164844,84.44321023647696,88.82956017119594,P1
995,P1,corrected_richness,90.63439724519054,88.65572106848427,92.61932278857856,P1
996,P1,corrected_richness,90.35010008674311,88.09143708994492,92.50505989697491,P1
997,P1,corrected_richness,98.66657931726456,96.18046883068209,100.60012446155598,P1
999,P1,corrected_richness,99.86482153364977,97.4853517755828,101.6043057526005,P1
1001,P1,corrected_richness,92.68307368930732,90.23883625511164,94.51232062685102,P1
1002,P1,corrected_richness,88.5822745048226,86.41734425808116,90.97871371513544,P1
1003,P1,corrected_richness,89.01235509731922,86.830754860063,91.54148969834617,P1
1018,P1,corrected_richness,49.507181629075,46.91488516594059,52.00560668107136,P1
1019,P1,corrected_richness,46.7650375410875,44.32182117214559,49.44155763148124,P1
1021,P1,corrected_richness,38.885762606722665,36.67893733105049,41.321673604747474,P1
1022,P1,corrected_richness,38.06990342486353,36.03227376495191,40.34858416847517,P1
1023,P1,corrected_richness,39.92949214182683,38.04149663238619,41.97438945597422,P1
1025,P1,corrected_richness,39.975691530964596,37.6079522185613,41.96100151097761,P1
1027,P1,corrected_richness,40.01048357930617,37.76725545637501,41.98572972177129,P1
1028,P1,corrected_richness,40.33390389346766,38.361898833084645,42.27207801684903,P1
1029,P1,corrected_richness,42.0948206542242,40.21062864838542,44.033219426687054,P1
1055,P1,corrected_richness,74.91461948363066,71.72007406804632,78.31314204860925,P1
1057,P1,corrected_richness,84.2331248733724,81.11046428159814,87.30683566127173,P1
1058,P1,corrected_richness,86.3885033831012,83.07178943575987,89.1202325024202,P1
1061,P1,corrected_richness,86.04562218170388,82.62432164972668,88.91475796430086,P1
1063,P1,corrected_richness,88.03285094733633,84.98520088113447,90.65737337533028,P1
1064,P1,corrected_richness,90.93717520606732,88.09655862457237,93.75016707777341,P1
1065,P1,corrected_richness,88.50786818721853,85.21516869491332,91.77864674534393,P1
1066,P1,corrected_richness,89.09486523936998,86.24983945537289,91.90818086952274,P1
1068,P1,corrected_richness,73.96791153748283,71.18460443937667,76.23838829478214,P1
1069,P1,corrected_richness,74.96992729223153,72.26457298645718,77.40414609637823,P1
1070,P1,corrected_richness,79.08523851898786,76.53820739975208,81.42679327686987,P1
1073,P1,corrected_richness,83.23935422769733,81.10500455629837,85.51745553716805,P1
1075,P1,corrected_richness,83.67893714540723,81.67791479025375,85.86703425613614,P1
1076,P1,corrected_richness,82.17270356616876,80.05540386378132,84.23763594250346,P1
1089,P1,corrected_richness,41.577845484422184,39.43117230486061,43.59848597272518,P1
1090,P1,corrected_richness,42.155993977796264,40.040158687312086,44.077265153157605,P1
1091,P1,corrected_richness,43.56790652262949,41.49211809505503,45.47546067767332,P1
1092,P1,corrected_richness,44.63686325312021,42.61599786619283,46.64430915009729,P1
1093,P1,corrected_richness,46.237961605299965,44.426646632524104,48.17424863382233,P1
1094,P1,corrected_richness,47.261393725182046,45.407919182590554,49.31436409347105,P1
1095,P1,corrected_richness,46.72826883337529,45.05489949286809,48.59136576406062,P1
1096,P1,corrected_richness,45.57395616824657,43.76840365126072,47.4661642420651,P1
1097,P1,corrected_richness,46.154709989813476,44.31933654161424,47.85739933834638,P1
1098,P1,corrected_richness,45.67698534920853,43.72868428493503,47.66261975031258,P1
1100,P1,corrected_richness,47.880749233579316,45.412454407901876,50.21527008645542,P1
1101,P1,corrected_richness,50.87661744730642,48.331925920088246,53.61207129175834,P1
1103,P1,corrected_richness,53.58175263935994,51.93506988513158,55.17473786600049,P1
1126,P1,corrected_richness,61.624247432159635,58.78916175286158,64.36363428619016,P1
1127,P1,corrected_richness,62.532129460434206,59.75654987260289,65.31464093420531,P1
1128,P1,corrected_richness,63.511546081586424,60.62685859831095,66.40211858130658,P1
1129,P1,corrected_richness,64.81051609888904,61.59304719463809,67.77115736602163,P1
1130,P1,corrected_richness,66.8954681656572,63.743742368761936,70.20465700208797,P1
1131,P1,corrected_richness,76.57089230934929,73.29159106493586,79.12706144885432,P1
1133,P1,corrected_richness,84.59535071799782,81.59823381532031,87.33212813275034,P1
1134,P1,corrected_richness,86.3562734333323,83.31819734355413,89.79468721172566,P1
1137,P1,corrected_richness,93.21308743292366,90.29090300288793,95.85817775042987,P1
1138,P1,corrected_richness,91.4028806350392,88.65800902445115,93.83386788077786,P1
1139,P1,corrected_richness,92.9781155395262,90.47217624549373,95.35814303866694,P1
1140,P1,corrected_richness,94.60383849022554,91.98537172568768,96.8879407143325,P1
1142,P1,corrected_richness,103.39809875380456,101.25465207560235,105.29971620947109,P1
1143,P1,corrected_richness,106.83627602180562,105.1756891768551,108.69696790134797,P1
1144,P1,corrected_richness,102.5437431189238,100.01787040838232,104.93490501103267,P1
1145,P1,corrected_richness,106.31743966353943,103.80441415654359,108.32010119572493,P1
1161,P1,corrected_richness,48.981779725958944,46.56939358899121,51.36004203317487,P1
1162,P1,corrected_richness,50.42265893904983,47.78665959479728,53.16392041964752,P1
1163,P1,corrected_richness,49.87017253814472,47.31187494478664,52.631540500847606,P1
1164,P1,corrected_richness,40.503514125550474,38.25355267655991,42.73451952262384,P1
1165,P1,corrected_richness,42.1045745183818,40.34836907073728,44.115566527549326,P1
1166,P1,corrected_richness,42.64746285169605,40.725418090278474,45.15496164332414,P1
1167,P1,corrected_richness,43.720509369919135,41.717885795398125,46.17535325806464,P1
1168,P1,corrected_richness,43.27960193814224,41.016979848498096,44.91171907588624,P1
1169,P1,corrected_richness,42.55327102276587,40.477505444380185,44.2842744394786,P1
1170,P1,corrected_richness,41.95831474309368,39.79413440865346,43.997817253317926,P1
1171,P1,corrected_richness,42.191124113793265,39.94420860301271,44.47895314403293,P1
1172,P1,corrected_richness,42.60391510343499,40.47628535811825,44.939709806420325,P1
1173,P1,corrected_richness,42.592876353521525,40.51741906091772,44.68935259777975,P1
1175,P1,corrected_richness,43.523635165364375,41.714131799854464,45.5070568578802,P1
1196,P1,corrected_richness,68.49072565863426,65.53826575311162,71.24980504513057,P1
1197,P1,corrected_richness,74.69006734536686,72.19200888283106,77.18997599136588,P1
1198,P1,corrected_richness,81.67470844506384,79.20513839835465,84.55401528310682,P1
1199,P1,corrected_richness,84.97240805928152,82.32743958354172,87.70508909710452,P1
1200,P1,corrected_richness,90.5931044345879,87.69310311173888,93.23819935516583,P1
1201,P1,corrected_richness,83.60406987445091,80.22092508474063,86.481632030781,P1
1202,P1,corrected_richness,82.16683888545265,78.42502262936124,85.8300453982685,P1
1203,P1,corrected_richness,86.20254441536323,82.8448611446093,88.85246201571228,P1
1204,P1,corrected_richness,83.24361802478745,79.07537726132604,86.76779675631644,P1
1205,P1,corrected_richness,85.55583940425548,81.82477415817424,88.71237317905948,P1
1206,P1,corrected_richness,89.63811073353402,86.31723683307854,92.462854683025,P1
1207,P1,corrected_richness,90.13909387755588,87.02423621021013,92.91589400186781,P1
1208,P1,corrected_richness,92.9689261996351,90.0759023965205,95.42657084322735,P1
1209,P1,corrected_richness,89.59173114763243,86.61961006344204,92.18128563804562,P1
1210,P1,corrected_richness,88.68384620097467,85.33437351558716,91.58991587060775,P1
1211,P1,corrected_richness,85.7014104966859,82.44787022125429,88.81917898817561,P1
1212,P1,corrected_richness,91.1252600810393,87.5825320760059,94.10597922488243,P1
1213,P1,corrected_richness,79.61952567860946,76.80173527151217,82.15062045172337,P1
1214,P1,corrected_richness,81.78746753731907,79.25631571770852,84.31914227306048,P1
1215,P1,corrected_richness,85.36050229906637,82.66241719053355,87.5996542854905,P1
1216,P1,corrected_richness,85.95757722178612,83.37736887753232,88.36606589076423,P1
1234,P1,corrected_richness,45.311828107542475,43.46423202007966,47.44893527394012,P1
1235,P1,corrected_richness,46.49803838150596,44.69919327909802,48.768140785646075,P1
1236,P1,corrected_richness,46.0463798043441,44.12528643946829,48.036650468565355,P1
1237,P1,corrected_richness,46.60409482280258,44.74329863122067,48.66503641846734,P1
1238,P1,corrected_richness,47.14351063894633,45.22936509329064,49.20016262553748,P1
1239,P1,corrected_richness,49.26938251289977,47.39070074522221,51.25761648815869,P1
1240,P1,corrected_richness,50.191758007491686,47.89529690300324,52.335358873198835,P1
1241,P1,corrected_richness,50.43116033556981,48.128133066869616,52.823461848821374,P1
1242,P1,corrected_richness,47.922775031907456,45.968211887286834,49.84964511170919,P1
1243,P1,corrected_richness,46.183296006481505,44.40889131632015,47.85463600125213,P1
1244,P1,corrected_richness,44.01902052795648,42.26658463543072,45.84147504353041,P1
1246,P1,corrected_richness,47.20897382526367,45.041076828908004,49.38687006488629,P1
1247,P1,corrected_richness,46.006194540678834,43.72970333734178,48.73314349279445,P1
1248,P1,corrected_richness,51.5362456809358,49.35364413611735,54.44665426185525,P1
1249,P1,corrected_richness,52.75599533780385,50.6678462424542,55.26839039751714,P1
1268,P1,corrected_richness,68.29688929615934,65.4418022626047,71.58971351604595,P1
1269,P1,corrected_richness,73.21072448974455,69.56148441899911,76.75907419626422,P1
1270,P1,corrected_richness,71.57004379736514,68.16230590812684,74.80595603127607,P1
1271,P1,corrected_richness,74.48591916664422,71.62436391018016,77.83253881321635,P1
1272,P1,corrected_richness,73.67359456919912,70.95158980864525,76.32299337992889,P1
1273,P1,corrected_richness,71.27214663259464,68.47218099833341,73.8248806354623,P1
1274,P1,corrected_richness,73.65398505220597,70.58584120999338,76.30058655987067,P1
1275,P1,corrected_richness,75.47774758154979,72.54878151089875,78.43574819578454,P1
1276,P1,corrected_richness,78.69838974723781,75.7124849482982,81.67814047480951,P1
1277,P1,corrected_richness,83.063786103771,80.11088012244727,85.67164998993438,P1
1279,P1,corrected_richness,85.96474692387018,83.0977606705004,88.947003395252,P1
1280,P1,corrected_richness,87.92282601448652,84.88805714380086,90.81874553988135,P1
1281,P1,corrected_richness,92.37643128021647,89.51952559287466,94.9758670761212,P1
1282,P1,corrected_richness,96.00966440998626,93.26247270907508,98.15561548677682,P1
1283,P1,corrected_richness,100.11688575179649,97.78538646556008,101.97464692303903,P1
1284,P1,corrected_richness,102.39747107222897,100.17909252136027,104.12106683841854,P1
1286,P1,corrected_richness,101.85799684132976,99.51744138181513,103.77458805587092,P1
1287,P1,corrected_richness,105.44905084321256,103.32372803526539,107.47198317274429,P1
1288,P1,corrected_richness,108.02673960192715,105.69282114898101,109.99557322326703,P1
1289,P1,corrected_richness,107.5619718892304,104.71048797862748,110.33115624101963,P1
1305,P1,corrected_richness,44.2793679836884,41.81999783450064,46.47728707140532,P1
1306,P1,corrected_richness,45.7685690376723,43.41974941683901,47.8632990823919,P1
1307,P1,corrected_richness,46.52671015658841,43.96884369706907,48.6905580542334,P1
1308,P1,corrected_richness,46.11225137857969,43.211924212840415,48.33535175805345,P1
1309,P1,corrected_richness,44.36814015495585,40.86983375940701,47.612795423906476,P1
1312,P1,corrected_richness,46.16102308689874,43.22799085651357,48.724289068300635,P1
1313,P1,corrected_richness,50.336833282617384,47.39997198901995,53.15677537672168,P1
1314,P1,corrected_richness,49.44759943444769,46.997511893092394,51.461739529337294,P1
1315,P1,corrected_richness,51.869182826679356,49.40962365634148,54.27940277521058,P1
1316,P1,corrected_richness,52.00030067388356,49.29169687394081,54.76379667889402,P1
1319,P1,corrected_richness,50.815452585813816,48.24973229980939,53.65979742588132,P1
1320,P1,corrected_richness,51.48435600510307,49.15685163974137,53.62406940437883,P1
1321,P1,corrected_richness,52.91220069490175,50.446936654628814,55.089532580463434,P1
1322,P1,corrected_richness,52.650208445944564,49.83453300902543,55.216216168980544,P1
1328,P1,corrected_richness,58.29277081048999,54.91417349861963,61.75113621176891,P1
1339,P1,corrected_richness,56.93117050351282,53.666542471451955,60.10160549601688,P1
1340,P1,corrected_richness,56.699502313267644,53.460682750425526,59.93784395664775,P1
1341,P1,corrected_richness,57.14083783435537,53.520830044801386,60.516701278561705,P1
1344,P1,corrected_richness,66.81553176807488,63.70606743916179,69.94687843999128,P1
1345,P1,corrected_richness,69.92299299826871,66.84824821828352,72.85377695946381,P1
1346,P1,corrected_richness,75.62252232736822,72.64963604762285,78.54992356005909,P1
1348,P1,corrected_richness,86.10688478583384,81.75180743766107,89.81199823791928,P1
1349,P1,corrected_richness,89.60040292609861,85.78896870332227,92.80523222479732,P1
1351,P1,corrected_richness,88.81680835105007,85.82457263541761,91.22212921077431,P1
1352,P1,corrected_richness,92.58185554802026,89.46344950512989,95.04434878433742,P1
1353,P1,corrected_richness,95.35808030514553,92.24481385464148,98.14899638521398,P1
1354,P1,corrected_richness,96.72443124742082,94.20545579571525,99.32944562810422,P1
1355,P1,corrected_richness,99.58514065152882,96.89942483262372,102.48619572452648,P1
1357,P1,corrected_richness,88.3980056075046,83.25596038546794,92.86250827998813,P1
1358,P1,corrected_richness,98.15963742021097,93.6921104996283,102.70158055739383,P1
1359,P1,corrected_richness,106.84612969935203,101.96432900998518,110.90595203901941,P1
1360,P1,corrected_richness,93.07336731263221,90.79616889562476,95.33382812807461,P1
1361,P1,corrected_richness,97.26822420406248,94.95657032857861,99.51011976397567,P1
1377,P1,corrected_richness,43.54412656544936,41.49301222176219,45.58931792539803,P1
1379,P1,corrected_richness,47.0633890469469,44.96953495755528,49.005830998105445,P1
1380,P1,corrected_richness,45.96760986064278,44.01781098466035,48.3692843579611,P1
1381,P1,corrected_richness,47.57057499310499,45.51750863266921,49.73984120621919,P1
1382,P1,corrected_richness,49.613914839769286,46.54104467821574,52.628381749605,P1
1383,P1,corrected_richness,47.23151756123116,45.43060592855883,49.234682708033695,P1
1384,P1,corrected_richness,41.628918881174414,39.27987668490338,43.41343413901497,P1
1385,P1,corrected_richness,41.27595549236009,38.7083996086129,43.769727907880124,P1
1386,P1,corrected_richness,39.72708262798854,37.170216051295164,42.31532351679658,P1
1393,P1,corrected_richness,54.84919154139079,51.36363447755291,57.99255695632256,P1
1400,P1,corrected_richness,54.9394481460726,52.1864436936819,57.801121688555405,P1
1410,P1,corrected_richness,73.78833360987667,70.58181017359679,77.73128412964871,P1
1412,P1,corrected_richness,75.66848075171703,71.86236235862116,79.23315702755932,P1
1413,P1,corrected_richness,75.7244917603265,72.55209909511618,78.8380013721221,P1
1414,P1,corrected_richness,80.33068878108456,77.06659815132343,83.32839515384742,P1
1415,P1,corrected_richness,85.40586717708017,82.09847811799389,88.41314102055507,P1
1416,P1,corrected_richness,91.7797922031446,88.49459098983495,94.66012186954222,P1
1417,P1,corrected_richness,91.11959521340543,87.37380428981143,94.60298743257476,P1
1418,P1,corrected_richness,98.75884949470863,95.26275723677765,102.09839028846275,P1
1419,P1,corrected_richness,96.7283944421164,93.28580003306536,99.76459635786645,P1
1420,P1,corrected_richness,98.59365680344165,94.30275937434018,102.04872090750017,P1
1421,P1,corrected_richness,94.14061274332857,90.38594345037612,97.75104500129959,P1
1422,P1,corrected_richness,96.92499549424817,93.96752005350189,99.8756296122011,P1
1423,P1,corrected_richness,98.41091667284591,95.76480846384193,100.61632392847177,P1
1424,P1,corrected_richness,98.046926951103,95.29133259343,100.3623642018601,P1
1425,P1,corrected_richness,102.56803101496865,100.22145794324186,104.56367355960433,P1
1426,P1,corrected_richness,105.10467236325209,102.53874500209491,107.56759180311028,P1
1427,P1,corrected_richness,101.31944610963609,98.9235649212537,103.2666446283225,P1
1428,P1,corrected_richness,96.09051419078843,93.65494650944072,98.71569680415143,P1
1429,P1,corrected_richness,86.06784688060635,83.26554960075784,88.81225949407663,P1
1430,P1,corrected_richness,85.03256199983647,82.0113083471043,88.02406066131718,P1
1448,P1,corrected_richness,42.54906733408294,39.32972320969926,45.119939644105116,P1
1449,P1,corrected_richness,51.18702415724875,48.55325984374149,53.89964276271197,P1
1450,P1,corrected_richness,50.17386867409438,47.08258010690319,53.3836190691575,P1
1452,P1,corrected_richness,48.59719949202391,46.568312465643785,50.78728110520249,P1
1453,P1,corrected_richness,48.24461567470907,46.14255198084419,50.26220223823769,P1
1454,P1,corrected_richness,49.168977052589916,46.86129329912312,50.94267793843746,P1
1455,P1,corrected_richness,43.8922371837293,41.73785198653304,46.1128110196094,P1
1456,P1,corrected_richness,49.91684746450248,47.769474696796436,51.68282092386353,P1
1462,P1,corrected_richness,56.934520718998826,53.711298766789255,60.565663714280745,P1
1465,P1,corrected_richness,54.8582287413363,52.91445831866627,56.71893878066411,P1
1466,P1,corrected_richness,57.322862967399665,55.174328844031024,59.28975550978423,P1
1468,P1,corrected_richness,63.57090981642667,61.03460703013305,66.15205730490703,P1
1471,P1,corrected_richness,48.50379018132107,46.56366696441439,50.597600076476965,P1
